ts,student_id,course_id,room_id,present,weather_context
2026-02-16 16:00:00+00:00,S00815,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00703,C011,B08,0,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00603,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00928,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00274,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00283,C011,B08,0,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00846,C011,B08,0,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S01050,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00613,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S01122,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00643,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S01134,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00446,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00412,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00430,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00596,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00708,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00272,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00365,C011,B08,0,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S01032,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S01112,C011,B08,0,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00661,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00237,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00722,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S01152,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00984,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S01194,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S01169,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00855,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S01094,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00586,C011,B08,0,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00866,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00027,C011,B08,0,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S01071,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00219,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00052,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00781,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00298,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00109,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00116,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00410,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00547,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00330,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00587,C011,B08,0,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00514,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00300,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00128,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00605,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00418,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S01109,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00067,C011,B08,0,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00735,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00927,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00210,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S01151,C011,B08,0,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00460,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S01150,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00797,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00487,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S01047,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00590,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00097,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00782,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-16 16:00:00+00:00,S00794,C011,B08,1,"36.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00658,C008,B01,0,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00782,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00233,C008,B01,0,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00791,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00526,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S01107,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00580,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00051,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S01059,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00768,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S01054,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S01042,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00913,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00997,C008,B01,0,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00090,C008,B01,0,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00608,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00395,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00657,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S01053,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00169,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00197,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00343,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S01102,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S01093,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00016,C008,B01,0,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00135,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00432,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00437,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00869,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00213,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00422,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00892,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00148,C008,B01,0,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00315,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00049,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00941,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00680,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00078,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00180,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00151,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00112,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00365,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00516,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S01143,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00145,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S01178,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00467,C008,B01,0,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00530,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00835,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00795,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00924,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00829,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00887,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00648,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00035,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00798,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00243,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S01096,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00013,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00130,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S01200,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00094,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00149,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00733,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S01030,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00218,C008,B01,0,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00594,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00618,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00178,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00577,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00897,C008,B01,0,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00810,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00064,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00971,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00321,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00451,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00280,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00801,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S01118,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00605,C008,B01,0,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00296,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00611,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 09:00:00+00:00,S00765,C008,B01,1,"31.5C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00596,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00275,C013,B02,0,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00952,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S01027,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S01046,C013,B02,0,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00186,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00813,C013,B02,0,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00746,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S01029,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00022,C013,B02,0,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00490,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00340,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S01053,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00288,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00914,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00327,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00367,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S01160,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S01159,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00300,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00991,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00735,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00083,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00449,C013,B02,0,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00999,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00475,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00129,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00542,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00757,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00480,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00088,C013,B02,0,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00424,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S01061,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00740,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00795,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00962,C013,B02,0,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00932,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00096,C013,B02,0,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00082,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00664,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00212,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S01068,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00561,C013,B02,0,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00540,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S01186,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S01115,C013,B02,0,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S01168,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00357,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00772,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00776,C013,B02,0,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00749,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00160,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S01059,C013,B02,0,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00516,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00771,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00457,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S01058,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00832,C013,B02,0,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00723,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00707,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00998,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00988,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00014,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S01028,C013,B02,0,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00285,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00901,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00472,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00158,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S01054,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00576,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00434,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00308,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00383,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00323,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00742,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00243,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00850,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00677,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00233,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00987,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00981,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00982,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00432,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00331,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00842,C013,B02,0,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00046,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00500,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00089,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00262,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S01175,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00330,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00276,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S01050,C013,B02,0,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00081,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S01173,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00301,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 11:00:00+00:00,S00115,C013,B02,1,"35.6C, 0.0mm rain"
2026-02-17 12:00:00+00:00,S00332,C004,B02,1,"39.5C, 0.0mm rain"
2026-02-17 12:00:00+00:00,S00206,C004,B02,1,"39.5C, 0.0mm rain"
2026-02-17 12:00:00+00:00,S00440,C004,B02,1,"39.5C, 0.0mm rain"
2026-02-17 12:00:00+00:00,S01042,C004,B02,1,"39.5C, 0.0mm rain"
2026-02-17 12:00:00+00:00,S00821,C004,B02,1,"39.5C, 0.0mm rain"
2026-02-17 12:00:00+00:00,S00694,C004,B02,1,"39.5C, 0.0mm rain"
2026-02-17 12:00:00+00:00,S01128,C004,B02,1,"39.5C, 0.0mm rain"
2026-02-17 12:00:00+00:00,S00107,C004,B02,1,"39.5C, 0.0mm rain"
2026-02-17 12:00:00+00:00,S00330,C004,B02,1,"39.5C, 0.0mm rain"
2026-02-17 12:00:00+00:00,S00797,C004,B02,1,"39.5C, 0.0mm rain"
2026-02-17 12:00:00+00:00,S00011,C004,B02,1,"39.5C, 0.0mm rain"
2026-02-17 12:00:00+00:00,S00187,C004,B02,1,"39.5C, 0.0mm rain"
2026-02-17 12:00:00+00:00,S00298,C004,B02,1,"39.5C, 0.0mm rain"
2026-02-17 12:00:00+00:00,S00966,C004,B02,1,"39.5C, 0.0mm rain"
2026-02-17 12:00:00+00:00,S00892,C004,B02,1,"39.5C, 0.0mm rain"
2026-02-17 12:00:00+00:00,S00181,C004,B02,1,"39.5C, 0.0mm rain"
2026-02-17 12:00:00+00:00,S00132,C004,B02,1,"39.5C, 0.0mm rain"
2026-02-17 12:00:00+00:00,S00539,C004,B02,1,"39.5C, 0.0mm rain"
2026-02-17 12:00:00+00:00,S00455,C004,B02,0,"39.5C, 0.0mm rain"
2026-02-17 12:00:00+00:00,S00760,C004,B02,0,"39.5C, 0.0mm rain"
2026-02-17 12:00:00+00:00,S00164,C004,B02,1,"39.5C, 0.0mm rain"
