ts,temperature,humidity,rain,event_type,building_id,lights_and_sockets_energy,ac_cooling_energy,total_energy_usage,peak_power_drain
2026-02-15 15:00:00+00:00,33.0,45.2,0.0,normal,B04,134.3,150.6,284.9,341.9
2026-02-15 15:00:00+00:00,33.0,45.2,0.0,normal,B03,111.7,156.8,268.5,322.2
2026-02-15 15:00:00+00:00,33.0,45.2,0.0,normal,B08,97.8,159.4,257.2,308.6
2026-02-15 15:00:00+00:00,33.0,45.2,0.0,normal,B07,91.9,169.2,261.1,313.3
2026-02-15 15:00:00+00:00,33.0,45.2,0.0,normal,B01,119.0,167.2,286.2,343.4
2026-02-15 15:00:00+00:00,33.0,45.2,0.0,normal,B06,93.5,161.7,255.2,306.2
2026-02-15 15:00:00+00:00,33.0,45.2,0.0,normal,B05,82.1,161.4,243.5,292.2
2026-02-15 15:00:00+00:00,33.0,45.2,0.0,normal,B02,127.6,160.7,288.29999999999995,346.0
2026-02-15 16:00:00+00:00,37.7,25.9,0.0,normal,B04,145.6,300.0,445.6,534.7
2026-02-15 16:00:00+00:00,37.7,25.9,0.0,normal,B08,110.4,300.0,410.4,492.5
2026-02-15 16:00:00+00:00,37.7,25.9,0.0,normal,B02,98.7,300.0,398.7,478.4
2026-02-15 16:00:00+00:00,37.7,25.9,0.0,normal,B06,104.0,300.0,404.0,484.8
2026-02-15 16:00:00+00:00,37.7,25.9,0.0,normal,B07,85.2,300.0,385.2,462.2
2026-02-15 16:00:00+00:00,37.7,25.9,0.0,normal,B01,89.5,300.0,389.5,467.4
2026-02-15 16:00:00+00:00,37.7,25.9,0.0,normal,B03,97.1,300.0,397.1,476.5
2026-02-15 16:00:00+00:00,37.7,25.9,0.0,normal,B05,83.4,300.0,383.4,460.1
2026-02-15 17:00:00+00:00,35.0,33.8,0.0,normal,B08,76.6,248.1,324.7,389.6
2026-02-15 17:00:00+00:00,35.0,33.8,0.0,normal,B02,85.0,239.0,324.0,388.8
2026-02-15 17:00:00+00:00,35.0,33.8,0.0,normal,B01,83.9,238.0,321.9,386.3
2026-02-15 17:00:00+00:00,35.0,33.8,0.0,normal,B07,101.2,243.8,345.0,414.0
2026-02-15 17:00:00+00:00,35.0,33.8,0.0,normal,B03,86.5,244.4,330.9,397.1
2026-02-15 17:00:00+00:00,35.0,33.8,0.0,normal,B05,128.0,239.6,367.6,441.1
2026-02-15 17:00:00+00:00,35.0,33.8,0.0,normal,B04,161.5,234.9,396.4,475.7
2026-02-15 17:00:00+00:00,35.0,33.8,0.0,normal,B06,124.6,245.7,370.29999999999995,444.4
2026-02-15 18:00:00+00:00,33.6,29.0,0.0,normal,B02,56.2,185.2,241.39999999999998,289.7
2026-02-15 18:00:00+00:00,33.6,29.0,0.0,normal,B06,147.9,183.6,331.5,397.8
2026-02-15 18:00:00+00:00,33.6,29.0,0.0,normal,B04,147.2,191.7,338.9,406.7
2026-02-15 18:00:00+00:00,33.6,29.0,0.0,normal,B08,79.2,192.7,271.9,326.3
2026-02-15 18:00:00+00:00,33.6,29.0,0.0,normal,B07,159.3,177.7,337.0,404.4
2026-02-15 18:00:00+00:00,33.6,29.0,0.0,normal,B03,72.4,188.2,260.6,312.7
2026-02-15 18:00:00+00:00,33.6,29.0,0.0,normal,B05,151.4,184.5,335.9,403.1
2026-02-15 18:00:00+00:00,33.6,29.0,0.0,normal,B01,60.5,178.1,238.6,286.3
2026-02-15 19:00:00+00:00,31.7,64.3,3.6,normal,B04,184.5,126.4,310.9,373.1
2026-02-15 19:00:00+00:00,31.7,64.3,3.6,normal,B07,193.4,113.3,306.7,368.0
2026-02-15 19:00:00+00:00,31.7,64.3,3.6,normal,B05,183.7,119.2,302.9,363.5
2026-02-15 19:00:00+00:00,31.7,64.3,3.6,normal,B08,70.0,123.9,193.9,232.7
2026-02-15 19:00:00+00:00,31.7,64.3,3.6,normal,B03,58.5,107.5,166.0,199.2
2026-02-15 19:00:00+00:00,31.7,64.3,3.6,normal,B02,60.3,122.1,182.39999999999998,218.9
2026-02-15 19:00:00+00:00,31.7,64.3,3.6,normal,B01,51.8,112.8,164.6,197.5
2026-02-15 19:00:00+00:00,31.7,64.3,3.6,normal,B06,189.9,121.4,311.3,373.6
2026-02-15 20:00:00+00:00,31.3,43.6,0.0,normal,B01,38.6,108.1,146.7,176.0
2026-02-15 20:00:00+00:00,31.3,43.6,0.0,normal,B08,42.0,109.9,151.9,182.3
2026-02-15 20:00:00+00:00,31.3,43.6,0.0,normal,B04,201.0,110.3,311.3,373.6
2026-02-15 20:00:00+00:00,31.3,43.6,0.0,normal,B02,68.7,95.7,164.4,197.3
2026-02-15 20:00:00+00:00,31.3,43.6,0.0,normal,B03,51.8,107.0,158.8,190.6
2026-02-15 20:00:00+00:00,31.3,43.6,0.0,normal,B06,238.1,104.9,343.0,411.6
2026-02-15 20:00:00+00:00,31.3,43.6,0.0,normal,B05,222.5,111.5,334.0,400.8
2026-02-15 20:00:00+00:00,31.3,43.6,0.0,normal,B07,238.6,98.6,337.2,404.6
2026-02-15 21:00:00+00:00,29.1,48.2,0.0,normal,B08,58.6,61.3,119.9,143.9
2026-02-15 21:00:00+00:00,29.1,48.2,0.0,normal,B03,52.0,50.2,102.2,122.6
2026-02-15 21:00:00+00:00,29.1,48.2,0.0,normal,B06,240.4,48.0,288.4,346.1
2026-02-15 21:00:00+00:00,29.1,48.2,0.0,normal,B01,45.9,54.4,100.3,120.4
2026-02-15 21:00:00+00:00,29.1,48.2,0.0,normal,B05,239.9,64.0,303.9,364.7
2026-02-15 21:00:00+00:00,29.1,48.2,0.0,normal,B04,170.8,50.0,220.8,265.0
2026-02-15 21:00:00+00:00,29.1,48.2,0.0,normal,B02,45.8,58.0,103.8,124.6
2026-02-15 21:00:00+00:00,29.1,48.2,0.0,normal,B07,233.1,52.7,285.8,343.0
2026-02-15 22:00:00+00:00,27.6,65.5,5.8,normal,B03,47.6,28.7,76.3,91.6
2026-02-15 22:00:00+00:00,27.6,65.5,5.8,normal,B05,226.1,26.5,252.6,303.1
2026-02-15 22:00:00+00:00,27.6,65.5,5.8,normal,B04,147.1,25.1,172.2,206.6
2026-02-15 22:00:00+00:00,27.6,65.5,5.8,normal,B07,234.0,26.4,260.4,312.5
2026-02-15 22:00:00+00:00,27.6,65.5,5.8,normal,B01,28.9,26.0,54.9,65.9
2026-02-15 22:00:00+00:00,27.6,65.5,5.8,normal,B08,47.1,23.5,70.6,84.7
2026-02-15 22:00:00+00:00,27.6,65.5,5.8,normal,B02,44.1,14.2,58.3,70.0
2026-02-15 22:00:00+00:00,27.6,65.5,5.8,normal,B06,211.9,19.7,231.6,277.9
2026-02-15 23:00:00+00:00,27.0,48.6,0.0,normal,B06,179.8,14.7,194.5,233.4
2026-02-15 23:00:00+00:00,27.0,48.6,0.0,normal,B01,65.8,16.1,81.9,98.3
2026-02-15 23:00:00+00:00,27.0,48.6,0.0,normal,B08,36.2,22.9,59.1,70.9
2026-02-15 23:00:00+00:00,27.0,48.6,0.0,normal,B07,194.8,15.3,210.10000000000002,252.1
2026-02-15 23:00:00+00:00,27.0,48.6,0.0,normal,B02,32.2,19.6,51.800000000000004,62.2
2026-02-15 23:00:00+00:00,27.0,48.6,0.0,normal,B05,195.2,22.2,217.39999999999998,260.9
2026-02-15 23:00:00+00:00,27.0,48.6,0.0,normal,B04,101.6,7.5,109.1,130.9
2026-02-15 23:00:00+00:00,27.0,48.6,0.0,normal,B03,43.5,21.4,64.9,77.9
2026-02-16 00:00:00+00:00,27.1,49.3,0.0,normal,B06,84.7,13.9,98.60000000000001,118.3
2026-02-16 00:00:00+00:00,27.1,49.3,0.0,normal,B02,152.9,22.6,175.5,210.6
2026-02-16 00:00:00+00:00,27.1,49.3,0.0,normal,B08,143.3,19.8,163.10000000000002,195.7
2026-02-16 00:00:00+00:00,27.1,49.3,0.0,normal,B03,150.7,20.0,170.7,204.8
2026-02-16 00:00:00+00:00,27.1,49.3,0.0,normal,B05,80.9,21.8,102.7,123.2
2026-02-16 00:00:00+00:00,27.1,49.3,0.0,normal,B01,158.3,23.3,181.60000000000002,217.9
2026-02-16 00:00:00+00:00,27.1,49.3,0.0,normal,B07,69.2,26.5,95.7,114.8
2026-02-16 00:00:00+00:00,27.1,49.3,0.0,normal,B04,19.2,0.0,19.2,23.0
2026-02-16 01:00:00+00:00,27.1,51.4,0.0,normal,B07,85.4,16.8,102.2,122.6
2026-02-16 01:00:00+00:00,27.1,51.4,0.0,normal,B06,80.6,23.4,104.0,124.8
2026-02-16 01:00:00+00:00,27.1,51.4,0.0,normal,B02,142.2,20.5,162.7,195.2
2026-02-16 01:00:00+00:00,27.1,51.4,0.0,normal,B03,120.8,13.5,134.3,161.2
2026-02-16 01:00:00+00:00,27.1,51.4,0.0,normal,B04,32.6,0.0,32.6,39.1
2026-02-16 01:00:00+00:00,27.1,51.4,0.0,normal,B08,141.2,18.4,159.6,191.5
2026-02-16 01:00:00+00:00,27.1,51.4,0.0,normal,B05,82.2,15.3,97.5,117.0
2026-02-16 01:00:00+00:00,27.1,51.4,0.0,normal,B01,158.7,20.1,178.79999999999998,214.6
2026-02-16 02:00:00+00:00,25.3,57.5,0.0,normal,B01,155.9,6.9,162.8,195.4
2026-02-16 02:00:00+00:00,25.3,57.5,0.0,normal,B08,154.6,4.7,159.29999999999998,191.2
2026-02-16 02:00:00+00:00,25.3,57.5,0.0,normal,B06,73.2,0.9,74.10000000000001,88.9
2026-02-16 02:00:00+00:00,25.3,57.5,0.0,normal,B03,138.8,4.5,143.3,172.0
2026-02-16 02:00:00+00:00,25.3,57.5,0.0,normal,B02,140.8,4.7,145.5,174.6
2026-02-16 02:00:00+00:00,25.3,57.5,0.0,normal,B04,11.1,0.0,11.1,13.3
2026-02-16 02:00:00+00:00,25.3,57.5,0.0,normal,B07,64.9,9.5,74.4,89.3
2026-02-16 02:00:00+00:00,25.3,57.5,0.0,normal,B05,71.0,6.9,77.9,93.5
2026-02-16 03:00:00+00:00,31.6,48.6,0.0,normal,B01,157.5,109.9,267.4,320.9
2026-02-16 03:00:00+00:00,31.6,48.6,0.0,normal,B03,163.9,114.9,278.8,334.6
2026-02-16 03:00:00+00:00,31.6,48.6,0.0,normal,B07,97.2,114.4,211.60000000000002,253.9
2026-02-16 03:00:00+00:00,31.6,48.6,0.0,normal,B04,19.8,0.0,19.8,23.8
2026-02-16 03:00:00+00:00,31.6,48.6,0.0,normal,B05,99.7,107.4,207.10000000000002,248.5
2026-02-16 03:00:00+00:00,31.6,48.6,0.0,normal,B08,158.5,108.6,267.1,320.5
2026-02-16 03:00:00+00:00,31.6,48.6,0.0,normal,B02,151.7,111.4,263.1,315.7
2026-02-16 03:00:00+00:00,31.6,48.6,0.0,normal,B06,71.3,110.8,182.1,218.5
2026-02-16 04:00:00+00:00,28.2,52.1,0.0,normal,B08,153.2,32.9,186.1,223.3
2026-02-16 04:00:00+00:00,28.2,52.1,0.0,normal,B04,10.0,0.0,10.0,12.0
2026-02-16 04:00:00+00:00,28.2,52.1,0.0,normal,B02,169.9,26.8,196.70000000000002,236.0
2026-02-16 04:00:00+00:00,28.2,52.1,0.0,normal,B01,137.3,27.5,164.8,197.8
2026-02-16 04:00:00+00:00,28.2,52.1,0.0,normal,B05,77.1,28.1,105.19999999999999,126.2
2026-02-16 04:00:00+00:00,28.2,52.1,0.0,normal,B03,162.9,38.5,201.4,241.7
2026-02-16 04:00:00+00:00,28.2,52.1,0.0,normal,B07,84.9,34.0,118.9,142.7
2026-02-16 04:00:00+00:00,28.2,52.1,0.0,normal,B06,105.2,37.8,143.0,171.6
2026-02-16 05:00:00+00:00,26.9,61.3,1.6,normal,B04,27.4,0.0,27.4,32.9
2026-02-16 05:00:00+00:00,26.9,61.3,1.6,normal,B01,160.9,19.8,180.70000000000002,216.8
2026-02-16 05:00:00+00:00,26.9,61.3,1.6,normal,B07,101.6,20.7,122.3,146.8
2026-02-16 05:00:00+00:00,26.9,61.3,1.6,normal,B05,111.4,21.1,132.5,159.0
2026-02-16 05:00:00+00:00,26.9,61.3,1.6,normal,B02,162.2,12.6,174.79999999999998,209.8
2026-02-16 05:00:00+00:00,26.9,61.3,1.6,normal,B08,153.8,13.1,166.9,200.3
2026-02-16 05:00:00+00:00,26.9,61.3,1.6,normal,B06,125.2,13.1,138.3,166.0
2026-02-16 05:00:00+00:00,26.9,61.3,1.6,normal,B03,165.0,19.7,184.7,221.6
2026-02-16 06:00:00+00:00,29.0,51.7,0.0,normal,B06,134.8,46.4,181.20000000000002,217.4
2026-02-16 06:00:00+00:00,29.0,51.7,0.0,normal,B07,108.3,47.1,155.4,186.5
2026-02-16 06:00:00+00:00,29.0,51.7,0.0,normal,B01,173.5,54.6,228.1,273.7
2026-02-16 06:00:00+00:00,29.0,51.7,0.0,normal,B03,187.0,49.3,236.3,283.6
2026-02-16 06:00:00+00:00,29.0,51.7,0.0,normal,B08,175.6,51.7,227.3,272.8
2026-02-16 06:00:00+00:00,29.0,51.7,0.0,normal,B04,51.4,50.4,101.8,122.2
2026-02-16 06:00:00+00:00,29.0,51.7,0.0,normal,B05,109.9,61.0,170.9,205.1
2026-02-16 06:00:00+00:00,29.0,51.7,0.0,normal,B02,202.9,53.0,255.9,307.1
2026-02-16 07:00:00+00:00,31.5,34.0,0.0,normal,B03,225.2,119.7,344.9,413.9
2026-02-16 07:00:00+00:00,31.5,34.0,0.0,normal,B07,132.3,113.8,246.10000000000002,295.3
2026-02-16 07:00:00+00:00,31.5,34.0,0.0,normal,B01,216.3,110.0,326.3,391.6
2026-02-16 07:00:00+00:00,31.5,34.0,0.0,normal,B08,225.3,116.9,342.20000000000005,410.6
2026-02-16 07:00:00+00:00,31.5,34.0,0.0,normal,B02,214.8,111.1,325.9,391.1
2026-02-16 07:00:00+00:00,31.5,34.0,0.0,normal,B05,130.3,119.7,250.0,300.0
2026-02-16 07:00:00+00:00,31.5,34.0,0.0,normal,B06,129.1,126.1,255.2,306.2
2026-02-16 07:00:00+00:00,31.5,34.0,0.0,normal,B04,59.3,116.4,175.7,210.8
2026-02-16 08:00:00+00:00,32.7,39.0,0.0,normal,B06,131.6,159.3,290.9,349.1
2026-02-16 08:00:00+00:00,32.7,39.0,0.0,normal,B08,273.6,152.2,425.8,511.0
2026-02-16 08:00:00+00:00,32.7,39.0,0.0,normal,B04,74.1,144.2,218.29999999999998,262.0
2026-02-16 08:00:00+00:00,32.7,39.0,0.0,normal,B05,148.1,146.6,294.7,353.6
2026-02-16 08:00:00+00:00,32.7,39.0,0.0,normal,B02,289.0,146.6,435.6,522.7
2026-02-16 08:00:00+00:00,32.7,39.0,0.0,normal,B01,262.0,142.0,404.0,484.8
2026-02-16 08:00:00+00:00,32.7,39.0,0.0,normal,B03,275.1,152.5,427.6,513.1
2026-02-16 08:00:00+00:00,32.7,39.0,0.0,normal,B07,148.7,152.9,301.6,361.9
2026-02-16 09:00:00+00:00,32.5,44.3,0.0,normal,B04,51.2,147.7,198.89999999999998,238.7
2026-02-16 09:00:00+00:00,32.5,44.3,0.0,normal,B02,299.5,146.0,445.5,534.6
2026-02-16 09:00:00+00:00,32.5,44.3,0.0,normal,B07,151.6,139.5,291.1,349.3
2026-02-16 09:00:00+00:00,32.5,44.3,0.0,normal,B01,319.5,153.1,472.6,567.1
2026-02-16 09:00:00+00:00,32.5,44.3,0.0,normal,B08,318.0,147.9,465.9,559.1
2026-02-16 09:00:00+00:00,32.5,44.3,0.0,normal,B06,133.8,139.1,272.9,327.5
2026-02-16 09:00:00+00:00,32.5,44.3,0.0,normal,B03,308.4,151.6,460.0,552.0
2026-02-16 09:00:00+00:00,32.5,44.3,0.0,normal,B05,129.9,140.1,270.0,324.0
2026-02-16 10:00:00+00:00,36.3,40.2,0.0,normal,B06,105.4,300.0,405.4,486.5
2026-02-16 10:00:00+00:00,36.3,40.2,0.0,normal,B08,324.0,300.0,624.0,748.8
2026-02-16 10:00:00+00:00,36.3,40.2,0.0,normal,B07,134.3,297.8,432.1,518.5
2026-02-16 10:00:00+00:00,36.3,40.2,0.0,normal,B01,344.5,293.3,637.8,765.4
2026-02-16 10:00:00+00:00,36.3,40.2,0.0,normal,B03,331.0,294.0,625.0,750.0
2026-02-16 10:00:00+00:00,36.3,40.2,0.0,normal,B05,106.2,300.0,406.2,487.4
2026-02-16 10:00:00+00:00,36.3,40.2,0.0,normal,B04,61.0,300.0,361.0,433.2
2026-02-16 10:00:00+00:00,36.3,40.2,0.0,normal,B02,348.3,300.0,648.3,778.0
2026-02-16 11:00:00+00:00,34.5,36.7,0.0,normal,B08,353.8,229.4,583.2,699.8
2026-02-16 11:00:00+00:00,34.5,36.7,0.0,normal,B01,358.4,212.4,570.8,685.0
2026-02-16 11:00:00+00:00,34.5,36.7,0.0,normal,B03,354.3,216.1,570.4,684.5
2026-02-16 11:00:00+00:00,34.5,36.7,0.0,normal,B02,357.4,229.4,586.8,704.2
2026-02-16 11:00:00+00:00,34.5,36.7,0.0,normal,B04,71.6,214.3,285.9,343.1
2026-02-16 11:00:00+00:00,34.5,36.7,0.0,normal,B07,99.7,222.4,322.1,386.5
2026-02-16 11:00:00+00:00,34.5,36.7,0.0,normal,B05,91.7,219.6,311.3,373.6
2026-02-16 11:00:00+00:00,34.5,36.7,0.0,normal,B06,92.4,219.0,311.4,373.7
2026-02-16 12:00:00+00:00,37.1,39.3,0.0,normal,B02,330.8,300.0,630.8,757.0
2026-02-16 12:00:00+00:00,37.1,39.3,0.0,normal,B07,103.3,300.0,403.3,484.0
2026-02-16 12:00:00+00:00,37.1,39.3,0.0,normal,B03,358.9,300.0,658.9,790.7
2026-02-16 12:00:00+00:00,37.1,39.3,0.0,normal,B05,110.9,300.0,410.9,493.1
2026-02-16 12:00:00+00:00,37.1,39.3,0.0,normal,B06,72.5,300.0,372.5,447.0
2026-02-16 12:00:00+00:00,37.1,39.3,0.0,normal,B08,336.9,300.0,636.9,764.3
2026-02-16 12:00:00+00:00,37.1,39.3,0.0,normal,B04,74.1,300.0,374.1,448.9
2026-02-16 12:00:00+00:00,37.1,39.3,0.0,normal,B01,335.9,300.0,635.9,763.1
2026-02-16 13:00:00+00:00,36.3,34.6,0.0,normal,B02,360.0,297.1,657.1,788.5
2026-02-16 13:00:00+00:00,36.3,34.6,0.0,normal,B08,330.6,295.6,626.2,751.4
2026-02-16 13:00:00+00:00,36.3,34.6,0.0,normal,B04,118.8,300.0,418.8,502.6
2026-02-16 13:00:00+00:00,36.3,34.6,0.0,normal,B05,79.2,299.4,378.59999999999997,454.3
2026-02-16 13:00:00+00:00,36.3,34.6,0.0,normal,B03,363.0,300.0,663.0,795.6
2026-02-16 13:00:00+00:00,36.3,34.6,0.0,normal,B06,69.3,300.0,369.3,443.2
2026-02-16 13:00:00+00:00,36.3,34.6,0.0,normal,B01,354.6,297.5,652.1,782.5
2026-02-16 13:00:00+00:00,36.3,34.6,0.0,normal,B07,88.6,300.0,388.6,466.3
2026-02-16 14:00:00+00:00,35.6,30.7,0.0,normal,B01,362.1,272.7,634.8,761.8
2026-02-16 14:00:00+00:00,35.6,30.7,0.0,normal,B06,68.5,275.2,343.7,412.4
2026-02-16 14:00:00+00:00,35.6,30.7,0.0,normal,B04,138.3,250.3,388.6,466.3
2026-02-16 14:00:00+00:00,35.6,30.7,0.0,normal,B02,350.3,278.4,628.7,754.4
2026-02-16 14:00:00+00:00,35.6,30.7,0.0,normal,B05,78.3,279.5,357.8,429.4
2026-02-16 14:00:00+00:00,35.6,30.7,0.0,normal,B07,59.4,268.9,328.29999999999995,394.0
2026-02-16 14:00:00+00:00,35.6,30.7,0.0,normal,B08,363.3,265.5,628.8,754.6
2026-02-16 14:00:00+00:00,35.6,30.7,0.0,normal,B03,366.0,258.6,624.6,749.5
2026-02-16 15:00:00+00:00,38.3,39.4,0.0,normal,B08,356.1,300.0,656.1,787.3
2026-02-16 15:00:00+00:00,38.3,39.4,0.0,normal,B02,347.4,300.0,647.4,776.9
2026-02-16 15:00:00+00:00,38.3,39.4,0.0,normal,B04,154.1,300.0,454.1,544.9
2026-02-16 15:00:00+00:00,38.3,39.4,0.0,normal,B06,62.7,300.0,362.7,435.2
2026-02-16 15:00:00+00:00,38.3,39.4,0.0,normal,B05,72.9,300.0,372.9,447.5
2026-02-16 15:00:00+00:00,38.3,39.4,0.0,normal,B01,372.1,300.0,672.1,806.5
2026-02-16 15:00:00+00:00,38.3,39.4,0.0,normal,B07,71.4,300.0,371.4,445.7
2026-02-16 15:00:00+00:00,38.3,39.4,0.0,normal,B03,346.4,300.0,646.4,775.7
2026-02-16 16:00:00+00:00,36.5,40.3,0.0,normal,B04,136.5,300.0,436.5,523.8
2026-02-16 16:00:00+00:00,36.5,40.3,0.0,normal,B03,332.4,300.0,632.4,758.9
2026-02-16 16:00:00+00:00,36.5,40.3,0.0,normal,B07,103.4,300.0,403.4,484.1
2026-02-16 16:00:00+00:00,36.5,40.3,0.0,normal,B08,340.6,300.0,640.6,768.7
2026-02-16 16:00:00+00:00,36.5,40.3,0.0,normal,B05,95.3,300.0,395.3,474.4
2026-02-16 16:00:00+00:00,36.5,40.3,0.0,normal,B01,353.8,300.0,653.8,784.6
2026-02-16 16:00:00+00:00,36.5,40.3,0.0,normal,B02,334.1,300.0,634.1,760.9
2026-02-16 16:00:00+00:00,36.5,40.3,0.0,normal,B06,96.3,300.0,396.3,475.6
2026-02-16 17:00:00+00:00,36.3,32.3,0.0,normal,B05,103.5,297.8,401.3,481.6
2026-02-16 17:00:00+00:00,36.3,32.3,0.0,normal,B08,283.7,300.0,583.7,700.4
2026-02-16 17:00:00+00:00,36.3,32.3,0.0,normal,B01,281.3,300.0,581.3,697.6
2026-02-16 17:00:00+00:00,36.3,32.3,0.0,normal,B02,264.8,300.0,564.8,677.8
2026-02-16 17:00:00+00:00,36.3,32.3,0.0,normal,B06,94.4,293.9,388.29999999999995,466.0
2026-02-16 17:00:00+00:00,36.3,32.3,0.0,normal,B07,96.9,299.4,396.29999999999995,475.6
2026-02-16 17:00:00+00:00,36.3,32.3,0.0,normal,B04,139.5,300.0,439.5,527.4
2026-02-16 17:00:00+00:00,36.3,32.3,0.0,normal,B03,282.8,300.0,582.8,699.4
2026-02-16 18:00:00+00:00,35.3,44.8,0.0,normal,B05,138.1,262.0,400.1,480.1
2026-02-16 18:00:00+00:00,35.3,44.8,0.0,normal,B06,143.1,254.8,397.9,477.5
2026-02-16 18:00:00+00:00,35.3,44.8,0.0,normal,B02,220.3,258.5,478.8,574.6
2026-02-16 18:00:00+00:00,35.3,44.8,0.0,normal,B04,163.6,247.8,411.4,493.7
2026-02-16 18:00:00+00:00,35.3,44.8,0.0,normal,B01,233.8,257.9,491.7,590.0
2026-02-16 18:00:00+00:00,35.3,44.8,0.0,normal,B07,140.6,258.1,398.70000000000005,478.4
2026-02-16 18:00:00+00:00,35.3,44.8,0.0,normal,B08,210.8,256.0,466.8,560.2
2026-02-16 18:00:00+00:00,35.3,44.8,0.0,normal,B03,204.9,259.5,464.4,557.3
2026-02-16 19:00:00+00:00,33.5,47.6,0.0,normal,B05,169.9,176.3,346.20000000000005,415.4
2026-02-16 19:00:00+00:00,33.5,47.6,0.0,normal,B02,179.3,188.4,367.70000000000005,441.2
2026-02-16 19:00:00+00:00,33.5,47.6,0.0,normal,B01,190.1,175.9,366.0,439.2
2026-02-16 19:00:00+00:00,33.5,47.6,0.0,normal,B08,187.6,180.5,368.1,441.7
2026-02-16 19:00:00+00:00,33.5,47.6,0.0,normal,B03,181.8,178.5,360.3,432.4
