ts,temperature,humidity,rain,event_type,bus_id,route,passenger_count,delay_minutes
2026-02-15 23:00:00+00:00,27.0,48.6,0.0,normal,Bus_01,Main_Gate_to_LHC,14,3.7
2026-02-16 00:00:00+00:00,27.1,49.3,0.0,normal,Bus_01,Main_Gate_to_LHC,0,0.0
2026-02-16 00:00:00+00:00,27.1,49.3,0.0,normal,Bus_02,Hostel_Area_to_MAC,0,0.0
2026-02-16 00:00:00+00:00,27.1,49.3,0.0,normal,Bus_03,Hostel_Area_to_Library,0,0.0
2026-02-16 01:00:00+00:00,27.1,51.4,0.0,normal,Bus_01,Main_Gate_to_LHC,0,0.0
2026-02-16 01:00:00+00:00,27.1,51.4,0.0,normal,Bus_02,Hostel_Area_to_MAC,0,0.0
2026-02-16 01:00:00+00:00,27.1,51.4,0.0,normal,Bus_03,Hostel_Area_to_Library,0,0.0
2026-02-16 02:00:00+00:00,25.3,57.5,0.0,normal,Bus_03,Hostel_Area_to_Library,0,0.0
2026-02-16 02:00:00+00:00,25.3,57.5,0.0,normal,Bus_02,Hostel_Area_to_MAC,0,0.0
2026-02-16 02:00:00+00:00,25.3,57.5,0.0,normal,Bus_01,Main_Gate_to_LHC,0,0.0
2026-02-16 03:00:00+00:00,31.6,48.6,0.0,normal,Bus_02,Hostel_Area_to_MAC,0,0.0
2026-02-16 03:00:00+00:00,31.6,48.6,0.0,normal,Bus_03,Hostel_Area_to_Library,0,0.0
2026-02-16 03:00:00+00:00,31.6,48.6,0.0,normal,Bus_01,Main_Gate_to_LHC,0,0.0
2026-02-16 04:00:00+00:00,28.2,52.1,0.0,normal,Bus_02,Hostel_Area_to_MAC,0,0.0
2026-02-16 04:00:00+00:00,28.2,52.1,0.0,normal,Bus_03,Hostel_Area_to_Library,0,0.0
2026-02-16 04:00:00+00:00,28.2,52.1,0.0,normal,Bus_01,Main_Gate_to_LHC,0,0.0
2026-02-16 05:00:00+00:00,26.9,61.3,1.6,normal,Bus_02,Hostel_Area_to_MAC,0,0.0
2026-02-16 05:00:00+00:00,26.9,61.3,1.6,normal,Bus_03,Hostel_Area_to_Library,0,0.0
2026-02-16 05:00:00+00:00,26.9,61.3,1.6,normal,Bus_01,Main_Gate_to_LHC,0,0.0
2026-02-16 06:00:00+00:00,29.0,51.7,0.0,normal,Bus_02,Hostel_Area_to_MAC,0,0.0
2026-02-16 06:00:00+00:00,29.0,51.7,0.0,normal,Bus_03,Hostel_Area_to_Library,0,0.0
2026-02-16 06:00:00+00:00,29.0,51.7,0.0,normal,Bus_01,Main_Gate_to_LHC,0,0.0
2026-02-16 07:00:00+00:00,31.5,34.0,0.0,normal,Bus_02,Hostel_Area_to_MAC,43,4.3
2026-02-16 07:00:00+00:00,31.5,34.0,0.0,normal,Bus_01,Main_Gate_to_LHC,52,4.8
2026-02-16 07:00:00+00:00,31.5,34.0,0.0,normal,Bus_03,Hostel_Area_to_Library,54,5.5
2026-02-16 08:00:00+00:00,32.7,39.0,0.0,normal,Bus_01,Main_Gate_to_LHC,55,3.4
2026-02-16 08:00:00+00:00,32.7,39.0,0.0,normal,Bus_02,Hostel_Area_to_MAC,55,4.1
2026-02-16 08:00:00+00:00,32.7,39.0,0.0,normal,Bus_03,Hostel_Area_to_Library,58,6.7
2026-02-16 09:00:00+00:00,32.5,44.3,0.0,normal,Bus_02,Hostel_Area_to_MAC,68,7.1
2026-02-16 09:00:00+00:00,32.5,44.3,0.0,normal,Bus_03,Hostel_Area_to_Library,65,4.7
2026-02-16 09:00:00+00:00,32.5,44.3,0.0,normal,Bus_01,Main_Gate_to_LHC,62,8.6
2026-02-16 10:00:00+00:00,36.3,40.2,0.0,normal,Bus_02,Hostel_Area_to_MAC,69,6.5
2026-02-16 10:00:00+00:00,36.3,40.2,0.0,normal,Bus_03,Hostel_Area_to_Library,69,7.8
2026-02-16 10:00:00+00:00,36.3,40.2,0.0,normal,Bus_01,Main_Gate_to_LHC,64,6.6
2026-02-16 11:00:00+00:00,34.5,36.7,0.0,normal,Bus_01,Main_Gate_to_LHC,47,5.2
2026-02-16 11:00:00+00:00,34.5,36.7,0.0,normal,Bus_03,Hostel_Area_to_Library,47,6.7
2026-02-16 11:00:00+00:00,34.5,36.7,0.0,normal,Bus_02,Hostel_Area_to_MAC,53,4.4
2026-02-16 12:00:00+00:00,37.1,39.3,0.0,normal,Bus_01,Main_Gate_to_LHC,37,2.5
2026-02-16 12:00:00+00:00,37.1,39.3,0.0,normal,Bus_03,Hostel_Area_to_Library,43,2.2
2026-02-16 12:00:00+00:00,37.1,39.3,0.0,normal,Bus_02,Hostel_Area_to_MAC,45,5.3
2026-02-16 13:00:00+00:00,36.3,34.6,0.0,normal,Bus_03,Hostel_Area_to_Library,29,4.2
2026-02-16 13:00:00+00:00,36.3,34.6,0.0,normal,Bus_01,Main_Gate_to_LHC,24,0.2
2026-02-16 13:00:00+00:00,36.3,34.6,0.0,normal,Bus_02,Hostel_Area_to_MAC,30,2.6
2026-02-16 14:00:00+00:00,35.6,30.7,0.0,normal,Bus_02,Hostel_Area_to_MAC,41,3.6
2026-02-16 14:00:00+00:00,35.6,30.7,0.0,normal,Bus_03,Hostel_Area_to_Library,51,5.0
2026-02-16 14:00:00+00:00,35.6,30.7,0.0,normal,Bus_01,Main_Gate_to_LHC,37,3.2
2026-02-16 15:00:00+00:00,38.3,39.4,0.0,normal,Bus_01,Main_Gate_to_LHC,57,7.1
2026-02-16 15:00:00+00:00,38.3,39.4,0.0,normal,Bus_03,Hostel_Area_to_Library,58,5.3
2026-02-16 15:00:00+00:00,38.3,39.4,0.0,normal,Bus_02,Hostel_Area_to_MAC,49,5.2
2026-02-16 16:00:00+00:00,36.5,40.3,0.0,normal,Bus_03,Hostel_Area_to_Library,70,6.7
2026-02-16 16:00:00+00:00,36.5,40.3,0.0,normal,Bus_01,Main_Gate_to_LHC,63,5.7
2026-02-16 16:00:00+00:00,36.5,40.3,0.0,normal,Bus_02,Hostel_Area_to_MAC,69,6.3
2026-02-16 17:00:00+00:00,36.3,32.3,0.0,normal,Bus_01,Main_Gate_to_LHC,70,8.4
2026-02-16 17:00:00+00:00,36.3,32.3,0.0,normal,Bus_02,Hostel_Area_to_MAC,70,5.5
2026-02-16 17:00:00+00:00,36.3,32.3,0.0,normal,Bus_03,Hostel_Area_to_Library,66,6.4
2026-02-16 18:00:00+00:00,35.3,44.8,0.0,normal,Bus_02,Hostel_Area_to_MAC,70,7.2
2026-02-16 18:00:00+00:00,35.3,44.8,0.0,normal,Bus_01,Main_Gate_to_LHC,59,7.5
2026-02-16 18:00:00+00:00,35.3,44.8,0.0,normal,Bus_03,Hostel_Area_to_Library,70,6.6
2026-02-16 19:00:00+00:00,33.5,47.6,0.0,normal,Bus_01,Main_Gate_to_LHC,48,4.4
2026-02-16 19:00:00+00:00,33.5,47.6,0.0,normal,Bus_03,Hostel_Area_to_Library,53,5.7
2026-02-16 19:00:00+00:00,33.5,47.6,0.0,normal,Bus_02,Hostel_Area_to_MAC,48,3.0
2026-02-16 20:00:00+00:00,28.3,51.6,0.0,normal,Bus_03,Hostel_Area_to_Library,34,2.7
2026-02-16 20:00:00+00:00,28.3,51.6,0.0,normal,Bus_02,Hostel_Area_to_MAC,38,3.0
2026-02-16 20:00:00+00:00,28.3,51.6,0.0,normal,Bus_01,Main_Gate_to_LHC,38,3.2
2026-02-16 21:00:00+00:00,31.1,41.9,0.0,normal,Bus_02,Hostel_Area_to_MAC,25,3.4
2026-02-16 21:00:00+00:00,31.1,41.9,0.0,normal,Bus_01,Main_Gate_to_LHC,18,1.1
2026-02-16 21:00:00+00:00,31.1,41.9,0.0,normal,Bus_03,Hostel_Area_to_Library,24,2.9
2026-02-16 22:00:00+00:00,29.9,35.3,0.0,normal,Bus_03,Hostel_Area_to_Library,15,0.9
2026-02-16 22:00:00+00:00,29.9,35.3,0.0,normal,Bus_02,Hostel_Area_to_MAC,24,0.6
2026-02-16 22:00:00+00:00,29.9,35.3,0.0,normal,Bus_01,Main_Gate_to_LHC,20,1.2
2026-02-16 23:00:00+00:00,28.4,49.2,0.0,normal,Bus_03,Hostel_Area_to_Library,10,0.2
2026-02-16 23:00:00+00:00,28.4,49.2,0.0,normal,Bus_01,Main_Gate_to_LHC,9,0.8
2026-02-16 23:00:00+00:00,28.4,49.2,0.0,normal,Bus_02,Hostel_Area_to_MAC,15,0.6
2026-02-17 00:00:00+00:00,30.2,42.0,0.0,normal,Bus_01,Main_Gate_to_LHC,0,0.0
2026-02-17 00:00:00+00:00,30.2,42.0,0.0,normal,Bus_02,Hostel_Area_to_MAC,0,0.0
2026-02-17 00:00:00+00:00,30.2,42.0,0.0,normal,Bus_03,Hostel_Area_to_Library,0,0.0
2026-02-17 01:00:00+00:00,26.3,48.0,0.0,normal,Bus_02,Hostel_Area_to_MAC,0,0.0
2026-02-17 01:00:00+00:00,26.3,48.0,0.0,normal,Bus_03,Hostel_Area_to_Library,0,0.0
2026-02-17 01:00:00+00:00,26.3,48.0,0.0,normal,Bus_01,Main_Gate_to_LHC,0,0.0
2026-02-17 02:00:00+00:00,28.7,48.6,0.0,normal,Bus_02,Hostel_Area_to_MAC,0,0.0
2026-02-17 02:00:00+00:00,28.7,48.6,0.0,normal,Bus_03,Hostel_Area_to_Library,0,0.0
2026-02-17 02:00:00+00:00,28.7,48.6,0.0,normal,Bus_01,Main_Gate_to_LHC,0,0.0
2026-02-17 03:00:00+00:00,26.7,52.5,0.0,normal,Bus_02,Hostel_Area_to_MAC,0,0.0
2026-02-17 03:00:00+00:00,26.7,52.5,0.0,normal,Bus_01,Main_Gate_to_LHC,0,0.0
2026-02-17 03:00:00+00:00,26.7,52.5,0.0,normal,Bus_03,Hostel_Area_to_Library,0,0.0
2026-02-17 04:00:00+00:00,28.2,52.6,0.0,normal,Bus_03,Hostel_Area_to_Library,0,0.0
2026-02-17 04:00:00+00:00,28.2,52.6,0.0,normal,Bus_02,Hostel_Area_to_MAC,0,0.0
2026-02-17 04:00:00+00:00,28.2,52.6,0.0,normal,Bus_01,Main_Gate_to_LHC,0,0.0
2026-02-17 05:00:00+00:00,27.8,46.7,0.0,normal,Bus_01,Main_Gate_to_LHC,0,0.0
2026-02-17 05:00:00+00:00,27.8,46.7,0.0,normal,Bus_02,Hostel_Area_to_MAC,0,0.0
2026-02-17 05:00:00+00:00,27.8,46.7,0.0,normal,Bus_03,Hostel_Area_to_Library,0,0.0
2026-02-17 06:00:00+00:00,29.3,38.8,0.0,normal,Bus_01,Main_Gate_to_LHC,0,0.0
2026-02-17 06:00:00+00:00,29.3,38.8,0.0,normal,Bus_03,Hostel_Area_to_Library,0,0.0
2026-02-17 06:00:00+00:00,29.3,38.8,0.0,normal,Bus_02,Hostel_Area_to_MAC,0,0.0
2026-02-17 07:00:00+00:00,31.5,44.0,0.0,normal,Bus_02,Hostel_Area_to_MAC,52,5.4
2026-02-17 07:00:00+00:00,31.5,44.0,0.0,normal,Bus_01,Main_Gate_to_LHC,40,4.1
2026-02-17 07:00:00+00:00,31.5,44.0,0.0,normal,Bus_03,Hostel_Area_to_Library,52,5.5
2026-02-17 08:00:00+00:00,32.4,40.3,0.0,normal,Bus_01,Main_Gate_to_LHC,69,6.8
2026-02-17 08:00:00+00:00,32.4,40.3,0.0,normal,Bus_03,Hostel_Area_to_Library,64,5.4
2026-02-17 08:00:00+00:00,32.4,40.3,0.0,normal,Bus_02,Hostel_Area_to_MAC,70,7.4
2026-02-17 09:00:00+00:00,31.5,40.6,0.0,normal,Bus_01,Main_Gate_to_LHC,67,5.6
2026-02-17 09:00:00+00:00,31.5,40.6,0.0,normal,Bus_03,Hostel_Area_to_Library,63,6.2
2026-02-17 09:00:00+00:00,31.5,40.6,0.0,normal,Bus_02,Hostel_Area_to_MAC,70,7.0
2026-02-17 10:00:00+00:00,34.3,34.5,0.0,normal,Bus_03,Hostel_Area_to_Library,54,5.9
2026-02-17 10:00:00+00:00,34.3,34.5,0.0,normal,Bus_01,Main_Gate_to_LHC,61,5.8
2026-02-17 10:00:00+00:00,34.3,34.5,0.0,normal,Bus_02,Hostel_Area_to_MAC,60,8.4
2026-02-17 11:00:00+00:00,35.6,38.5,0.0,normal,Bus_02,Hostel_Area_to_MAC,52,4.8
2026-02-17 11:00:00+00:00,35.6,38.5,0.0,normal,Bus_03,Hostel_Area_to_Library,50,4.2
2026-02-17 11:00:00+00:00,35.6,38.5,0.0,normal,Bus_01,Main_Gate_to_LHC,44,3.3
2026-02-17 12:00:00+00:00,39.5,31.6,0.0,normal,Bus_02,Hostel_Area_to_MAC,35,4.5
2026-02-17 12:00:00+00:00,39.5,31.6,0.0,normal,Bus_01,Main_Gate_to_LHC,34,2.0
2026-02-17 12:00:00+00:00,39.5,31.6,0.0,normal,Bus_03,Hostel_Area_to_Library,30,3.1
2026-02-17 13:00:00+00:00,37.6,33.3,0.0,normal,Bus_02,Hostel_Area_to_MAC,23,0.9
2026-02-17 13:00:00+00:00,37.6,33.3,0.0,normal,Bus_01,Main_Gate_to_LHC,34,3.9
2026-02-17 13:00:00+00:00,37.6,33.3,0.0,normal,Bus_03,Hostel_Area_to_Library,35,4.9
2026-02-17 14:00:00+00:00,34.5,38.2,0.0,normal,Bus_03,Hostel_Area_to_Library,37,5.1
2026-02-17 14:00:00+00:00,34.5,38.2,0.0,normal,Bus_01,Main_Gate_to_LHC,37,3.2
2026-02-17 14:00:00+00:00,34.5,38.2,0.0,normal,Bus_02,Hostel_Area_to_MAC,39,1.8
2026-02-17 15:00:00+00:00,37.3,46.4,0.0,normal,Bus_02,Hostel_Area_to_MAC,50,5.0
2026-02-17 15:00:00+00:00,37.3,46.4,0.0,normal,Bus_03,Hostel_Area_to_Library,55,5.7
2026-02-17 15:00:00+00:00,37.3,46.4,0.0,normal,Bus_01,Main_Gate_to_LHC,58,5.6
2026-02-17 16:00:00+00:00,36.4,36.9,0.0,normal,Bus_03,Hostel_Area_to_Library,70,7.5
2026-02-17 16:00:00+00:00,36.4,36.9,0.0,normal,Bus_02,Hostel_Area_to_MAC,70,8.0
2026-02-17 16:00:00+00:00,36.4,36.9,0.0,normal,Bus_01,Main_Gate_to_LHC,70,5.4
2026-02-17 17:00:00+00:00,35.8,30.4,0.0,normal,Bus_03,Hostel_Area_to_Library,70,6.5
2026-02-17 17:00:00+00:00,35.8,30.4,0.0,normal,Bus_02,Hostel_Area_to_MAC,70,5.3
2026-02-17 17:00:00+00:00,35.8,30.4,0.0,normal,Bus_01,Main_Gate_to_LHC,70,7.9
2026-02-17 18:00:00+00:00,36.6,38.9,0.0,normal,Bus_01,Main_Gate_to_LHC,70,8.4
2026-02-17 18:00:00+00:00,36.6,38.9,0.0,normal,Bus_03,Hostel_Area_to_Library,62,6.6
2026-02-17 18:00:00+00:00,36.6,38.9,0.0,normal,Bus_02,Hostel_Area_to_MAC,62,6.0
2026-02-17 19:00:00+00:00,34.8,33.2,0.0,normal,Bus_02,Hostel_Area_to_MAC,58,6.5
2026-02-17 19:00:00+00:00,34.8,33.2,0.0,normal,Bus_03,Hostel_Area_to_Library,55,5.3
2026-02-17 19:00:00+00:00,34.8,33.2,0.0,normal,Bus_01,Main_Gate_to_LHC,49,3.3
2026-02-17 20:00:00+00:00,34.5,31.3,0.0,normal,Bus_02,Hostel_Area_to_MAC,36,1.5
2026-02-17 20:00:00+00:00,34.5,31.3,0.0,normal,Bus_03,Hostel_Area_to_Library,34,2.1
2026-02-17 20:00:00+00:00,34.5,31.3,0.0,normal,Bus_01,Main_Gate_to_LHC,34,4.5
2026-02-17 21:00:00+00:00,31.9,53.0,0.0,normal,Bus_02,Hostel_Area_to_MAC,26,2.0
2026-02-17 21:00:00+00:00,31.9,53.0,0.0,normal,Bus_03,Hostel_Area_to_Library,20,2.9
2026-02-17 21:00:00+00:00,31.9,53.0,0.0,normal,Bus_01,Main_Gate_to_LHC,17,1.5
2026-02-17 22:00:00+00:00,28.4,44.6,0.0,normal,Bus_03,Hostel_Area_to_Library,14,0.1
2026-02-17 22:00:00+00:00,28.4,44.6,0.0,normal,Bus_02,Hostel_Area_to_MAC,11,1.9
2026-02-17 22:00:00+00:00,28.4,44.6,0.0,normal,Bus_01,Main_Gate_to_LHC,10,0.9
2026-02-17 23:00:00+00:00,29.0,44.0,0.0,normal,Bus_02,Hostel_Area_to_MAC,7,0.9
2026-02-17 23:00:00+00:00,29.0,44.0,0.0,normal,Bus_01,Main_Gate_to_LHC,12,2.0
2026-02-17 23:00:00+00:00,29.0,44.0,0.0,normal,Bus_03,Hostel_Area_to_Library,11,3.3
2026-02-18 00:00:00+00:00,25.8,51.6,0.0,normal,Bus_02,Hostel_Area_to_MAC,0,0.0
2026-02-18 00:00:00+00:00,25.8,51.6,0.0,normal,Bus_03,Hostel_Area_to_Library,0,0.0
2026-02-18 00:00:00+00:00,25.8,51.6,0.0,normal,Bus_01,Main_Gate_to_LHC,0,0.0
2026-02-18 01:00:00+00:00,26.0,53.3,0.0,normal,Bus_02,Hostel_Area_to_MAC,0,0.0
2026-02-18 01:00:00+00:00,26.0,53.3,0.0,normal,Bus_03,Hostel_Area_to_Library,0,0.0
2026-02-18 01:00:00+00:00,26.0,53.3,0.0,normal,Bus_01,Main_Gate_to_LHC,0,0.0
2026-02-18 02:00:00+00:00,26.1,58.6,0.0,normal,Bus_03,Hostel_Area_to_Library,0,0.0
2026-02-18 02:00:00+00:00,26.1,58.6,0.0,normal,Bus_02,Hostel_Area_to_MAC,0,0.0
2026-02-18 02:00:00+00:00,26.1,58.6,0.0,normal,Bus_01,Main_Gate_to_LHC,0,0.0
2026-02-18 03:00:00+00:00,26.5,48.7,0.0,normal,Bus_03,Hostel_Area_to_Library,0,0.0
2026-02-18 03:00:00+00:00,26.5,48.7,0.0,normal,Bus_02,Hostel_Area_to_MAC,0,0.0
2026-02-18 03:00:00+00:00,26.5,48.7,0.0,normal,Bus_01,Main_Gate_to_LHC,0,0.0
2026-02-18 04:00:00+00:00,29.4,39.8,0.0,normal,Bus_03,Hostel_Area_to_Library,0,0.0
2026-02-18 04:00:00+00:00,29.4,39.8,0.0,normal,Bus_02,Hostel_Area_to_MAC,0,0.0
2026-02-18 04:00:00+00:00,29.4,39.8,0.0,normal,Bus_01,Main_Gate_to_LHC,0,0.0
2026-02-18 05:00:00+00:00,29.3,52.6,0.0,normal,Bus_03,Hostel_Area_to_Library,0,0.0
2026-02-18 05:00:00+00:00,29.3,52.6,0.0,normal,Bus_02,Hostel_Area_to_MAC,0,0.0
2026-02-18 05:00:00+00:00,29.3,52.6,0.0,normal,Bus_01,Main_Gate_to_LHC,0,0.0
2026-02-18 06:00:00+00:00,27.6,49.6,0.0,normal,Bus_02,Hostel_Area_to_MAC,0,0.0
2026-02-18 06:00:00+00:00,27.6,49.6,0.0,normal,Bus_01,Main_Gate_to_LHC,0,0.0
2026-02-18 06:00:00+00:00,27.6,49.6,0.0,normal,Bus_03,Hostel_Area_to_Library,0,0.0
2026-02-18 07:00:00+00:00,31.6,46.6,0.0,normal,Bus_02,Hostel_Area_to_MAC,50,6.8
2026-02-18 07:00:00+00:00,31.6,46.6,0.0,normal,Bus_01,Main_Gate_to_LHC,44,5.2
2026-02-18 07:00:00+00:00,31.6,46.6,0.0,normal,Bus_03,Hostel_Area_to_Library,59,4.8
2026-02-18 08:00:00+00:00,30.6,37.5,0.0,normal,Bus_02,Hostel_Area_to_MAC,61,6.9
2026-02-18 08:00:00+00:00,30.6,37.5,0.0,normal,Bus_01,Main_Gate_to_LHC,64,5.3
2026-02-18 08:00:00+00:00,30.6,37.5,0.0,normal,Bus_03,Hostel_Area_to_Library,58,5.2
2026-02-18 09:00:00+00:00,34.5,39.7,0.0,normal,Bus_01,Main_Gate_to_LHC,70,7.0
2026-02-18 09:00:00+00:00,34.5,39.7,0.0,normal,Bus_03,Hostel_Area_to_Library,67,6.4
2026-02-18 09:00:00+00:00,34.5,39.7,0.0,normal,Bus_02,Hostel_Area_to_MAC,64,6.6
2026-02-18 10:00:00+00:00,35.3,38.7,0.0,normal,Bus_01,Main_Gate_to_LHC,68,6.0
2026-02-18 10:00:00+00:00,35.3,38.7,0.0,normal,Bus_03,Hostel_Area_to_Library,56,5.9
2026-02-18 10:00:00+00:00,35.3,38.7,0.0,normal,Bus_02,Hostel_Area_to_MAC,62,6.3
2026-02-18 11:00:00+00:00,35.0,38.7,0.0,normal,Bus_02,Hostel_Area_to_MAC,52,6.4
2026-02-18 11:00:00+00:00,35.0,38.7,0.0,normal,Bus_03,Hostel_Area_to_Library,47,4.7
2026-02-18 11:00:00+00:00,35.0,38.7,0.0,normal,Bus_01,Main_Gate_to_LHC,47,3.3
2026-02-18 12:00:00+00:00,37.2,30.6,0.0,normal,Bus_02,Hostel_Area_to_MAC,39,3.0
2026-02-18 12:00:00+00:00,37.2,30.6,0.0,normal,Bus_03,Hostel_Area_to_Library,36,3.1
2026-02-18 12:00:00+00:00,37.2,30.6,0.0,normal,Bus_01,Main_Gate_to_LHC,28,2.5
2026-02-18 13:00:00+00:00,40.1,32.2,0.0,normal,Bus_02,Hostel_Area_to_MAC,25,1.9
2026-02-18 13:00:00+00:00,40.1,32.2,0.0,normal,Bus_01,Main_Gate_to_LHC,32,1.4
2026-02-18 13:00:00+00:00,40.1,32.2,0.0,normal,Bus_03,Hostel_Area_to_Library,26,2.1
2026-02-18 14:00:00+00:00,35.7,39.8,0.0,normal,Bus_02,Hostel_Area_to_MAC,45,5.1
2026-02-18 14:00:00+00:00,35.7,39.8,0.0,normal,Bus_03,Hostel_Area_to_Library,34,2.2
2026-02-18 14:00:00+00:00,35.7,39.8,0.0,normal,Bus_01,Main_Gate_to_LHC,42,4.8
2026-02-18 15:00:00+00:00,35.8,40.2,0.0,normal,Bus_02,Hostel_Area_to_MAC,52,4.6
2026-02-18 15:00:00+00:00,35.8,40.2,0.0,normal,Bus_01,Main_Gate_to_LHC,45,3.9
2026-02-18 15:00:00+00:00,35.8,40.2,0.0,normal,Bus_03,Hostel_Area_to_Library,48,5.0
2026-02-18 16:00:00+00:00,38.5,28.1,0.0,normal,Bus_01,Main_Gate_to_LHC,70,7.3
2026-02-18 16:00:00+00:00,38.5,28.1,0.0,normal,Bus_02,Hostel_Area_to_MAC,68,5.6
2026-02-18 16:00:00+00:00,38.5,28.1,0.0,normal,Bus_03,Hostel_Area_to_Library,59,7.0
2026-02-18 17:00:00+00:00,37.5,35.9,0.0,normal,Bus_01,Main_Gate_to_LHC,70,8.2
2026-02-18 17:00:00+00:00,37.5,35.9,0.0,normal,Bus_02,Hostel_Area_to_MAC,70,7.4
2026-02-18 17:00:00+00:00,37.5,35.9,0.0,normal,Bus_03,Hostel_Area_to_Library,70,9.0
2026-02-18 18:00:00+00:00,36.2,45.2,0.0,normal,Bus_02,Hostel_Area_to_MAC,70,7.8
2026-02-18 18:00:00+00:00,36.2,45.2,0.0,normal,Bus_01,Main_Gate_to_LHC,59,5.3
2026-02-18 18:00:00+00:00,36.2,45.2,0.0,normal,Bus_03,Hostel_Area_to_Library,63,6.2
