ts,temperature,humidity,rain,event_type,mess_id,entries,estimated_wait_min,meal_type,menu_served,student_rating
2026-02-16 03:00:00+00:00,31.6,48.6,0.0,normal,M01,0,0.0,None,Closed,
2026-02-16 03:00:00+00:00,31.6,48.6,0.0,normal,M02,0,0.0,None,Closed,
2026-02-16 03:00:00+00:00,31.6,48.6,0.0,normal,M03,0,0.0,None,Closed,
2026-02-16 04:00:00+00:00,28.2,52.1,0.0,normal,M02,0,0.0,None,Closed,
2026-02-16 04:00:00+00:00,28.2,52.1,0.0,normal,M03,0,0.0,None,Closed,
2026-02-16 04:00:00+00:00,28.2,52.1,0.0,normal,M01,0,0.0,None,Closed,
2026-02-16 05:00:00+00:00,26.9,61.3,1.6,normal,M02,0,0.0,None,Closed,
2026-02-16 05:00:00+00:00,26.9,61.3,1.6,normal,M01,0,0.0,None,Closed,
2026-02-16 05:00:00+00:00,26.9,61.3,1.6,normal,M03,0,0.0,None,Closed,
2026-02-16 06:00:00+00:00,29.0,51.7,0.0,normal,M02,0,0.0,None,Closed,
2026-02-16 06:00:00+00:00,29.0,51.7,0.0,normal,M01,0,0.0,None,Closed,
2026-02-16 06:00:00+00:00,29.0,51.7,0.0,normal,M03,0,0.0,None,Closed,
2026-02-16 07:00:00+00:00,31.5,34.0,0.0,normal,M02,190,10.0,Breakfast,North Indian,4.4
2026-02-16 07:00:00+00:00,31.5,34.0,0.0,normal,M01,89,0.8,Breakfast,South Indian,4.8
2026-02-16 07:00:00+00:00,31.5,34.0,0.0,normal,M03,157,3.4,Breakfast,Nutrition Diet,5.4
2026-02-16 08:00:00+00:00,32.7,39.0,0.0,normal,M01,131,3.0,Breakfast,North Indian,4.8
2026-02-16 08:00:00+00:00,32.7,39.0,0.0,normal,M02,107,2.9,Breakfast,North Indian,4.5
2026-02-16 08:00:00+00:00,32.7,39.0,0.0,normal,M03,234,6.1,Breakfast,North Indian,4.5
2026-02-16 09:00:00+00:00,32.5,44.3,0.0,normal,M03,135,2.1,Breakfast,South Indian,4.5
2026-02-16 09:00:00+00:00,32.5,44.3,0.0,normal,M01,131,3.3,Breakfast,North Indian,4.5
2026-02-16 09:00:00+00:00,32.5,44.3,0.0,normal,M02,214,11.3,Breakfast,North Indian,4.3
2026-02-16 10:00:00+00:00,36.3,40.2,0.0,normal,M01,0,0.0,None,Closed,
2026-02-16 10:00:00+00:00,36.3,40.2,0.0,normal,M02,0,0.0,None,Closed,
2026-02-16 10:00:00+00:00,36.3,40.2,0.0,normal,M03,0,0.0,None,Closed,
2026-02-16 11:00:00+00:00,34.5,36.7,0.0,normal,M02,0,0.0,None,Closed,
2026-02-16 11:00:00+00:00,34.5,36.7,0.0,normal,M03,0,0.0,None,Closed,
2026-02-16 11:00:00+00:00,34.5,36.7,0.0,normal,M01,0,0.0,None,Closed,
2026-02-16 12:00:00+00:00,37.1,39.3,0.0,normal,M01,230,9.3,Lunch,South Indian,4.4
2026-02-16 12:00:00+00:00,37.1,39.3,0.0,normal,M03,187,4.7,Lunch,North Indian,4.4
2026-02-16 12:00:00+00:00,37.1,39.3,0.0,normal,M02,211,10.5,Lunch,North Indian,4.2
2026-02-16 13:00:00+00:00,36.3,34.6,0.0,normal,M02,308,24.1,Lunch,Nutrition Diet,3.8
2026-02-16 13:00:00+00:00,36.3,34.6,0.0,normal,M03,332,12.3,Lunch,North Indian,3.0
2026-02-16 13:00:00+00:00,36.3,34.6,0.0,normal,M01,281,11.4,Lunch,South Indian,4.8
2026-02-16 14:00:00+00:00,35.6,30.7,0.0,normal,M02,214,12.6,Lunch,South Indian,4.7
2026-02-16 14:00:00+00:00,35.6,30.7,0.0,normal,M01,289,12.7,Lunch,South Indian,3.9
2026-02-16 14:00:00+00:00,35.6,30.7,0.0,normal,M03,241,7.3,Lunch,South Indian,4.5
2026-02-16 15:00:00+00:00,38.3,39.4,0.0,normal,M02,0,0.0,None,Closed,
2026-02-16 15:00:00+00:00,38.3,39.4,0.0,normal,M01,0,0.0,None,Closed,
2026-02-16 15:00:00+00:00,38.3,39.4,0.0,normal,M03,0,0.0,None,Closed,
2026-02-16 16:00:00+00:00,36.5,40.3,0.0,normal,M01,0,0.0,None,Closed,
2026-02-16 16:00:00+00:00,36.5,40.3,0.0,normal,M03,0,0.0,None,Closed,
2026-02-16 16:00:00+00:00,36.5,40.3,0.0,normal,M02,0,0.0,None,Closed,
2026-02-16 17:00:00+00:00,36.3,32.3,0.0,normal,M01,0,0.0,None,Closed,
2026-02-16 17:00:00+00:00,36.3,32.3,0.0,normal,M03,0,0.0,None,Closed,
2026-02-16 17:00:00+00:00,36.3,32.3,0.0,normal,M02,0,0.0,None,Closed,
2026-02-16 18:00:00+00:00,35.3,44.8,0.0,normal,M02,0,0.0,None,Closed,
2026-02-16 18:00:00+00:00,35.3,44.8,0.0,normal,M03,0,0.0,None,Closed,
2026-02-16 18:00:00+00:00,35.3,44.8,0.0,normal,M01,0,0.0,None,Closed,
2026-02-16 19:00:00+00:00,33.5,47.6,0.0,normal,M02,248,15.1,Dinner,South Indian,4.2
2026-02-16 19:00:00+00:00,33.5,47.6,0.0,normal,M01,244,8.9,Dinner,North Indian,4.2
2026-02-16 19:00:00+00:00,33.5,47.6,0.0,normal,M03,311,12.8,Dinner,North Indian,4.6
2026-02-16 20:00:00+00:00,28.3,51.6,0.0,normal,M02,200,10.5,Dinner,South Indian,4.6
2026-02-16 20:00:00+00:00,28.3,51.6,0.0,normal,M01,372,21.7,Dinner,Nutrition Diet,3.4
2026-02-16 20:00:00+00:00,28.3,51.6,0.0,normal,M03,353,15.5,Dinner,South Indian,4.0
2026-02-16 21:00:00+00:00,31.1,41.9,0.0,normal,M01,228,9.1,Dinner,South Indian,4.4
2026-02-16 21:00:00+00:00,31.1,41.9,0.0,normal,M03,246,5.8,Dinner,North Indian,5.2
2026-02-16 21:00:00+00:00,31.1,41.9,0.0,normal,M02,283,22.1,Dinner,South Indian,3.2
2026-02-16 22:00:00+00:00,29.9,35.3,0.0,normal,M03,0,0.0,None,Closed,
2026-02-16 22:00:00+00:00,29.9,35.3,0.0,normal,M01,0,0.0,None,Closed,
2026-02-16 22:00:00+00:00,29.9,35.3,0.0,normal,M02,0,0.0,None,Closed,
2026-02-16 23:00:00+00:00,28.4,49.2,0.0,normal,M01,0,0.0,None,Closed,
2026-02-16 23:00:00+00:00,28.4,49.2,0.0,normal,M02,0,0.0,None,Closed,
2026-02-16 23:00:00+00:00,28.4,49.2,0.0,normal,M03,0,0.0,None,Closed,
2026-02-17 00:00:00+00:00,30.2,42.0,0.0,normal,M01,0,0.0,None,Closed,
2026-02-17 00:00:00+00:00,30.2,42.0,0.0,normal,M02,0,0.0,None,Closed,
2026-02-17 00:00:00+00:00,30.2,42.0,0.0,normal,M03,0,0.0,None,Closed,
2026-02-17 01:00:00+00:00,26.3,48.0,0.0,normal,M02,0,0.0,None,Closed,
2026-02-17 01:00:00+00:00,26.3,48.0,0.0,normal,M03,0,0.0,None,Closed,
2026-02-17 01:00:00+00:00,26.3,48.0,0.0,normal,M01,0,0.0,None,Closed,
2026-02-17 02:00:00+00:00,28.7,48.6,0.0,normal,M03,0,0.0,None,Closed,
2026-02-17 02:00:00+00:00,28.7,48.6,0.0,normal,M01,0,0.0,None,Closed,
2026-02-17 02:00:00+00:00,28.7,48.6,0.0,normal,M02,0,0.0,None,Closed,
2026-02-17 03:00:00+00:00,26.7,52.5,0.0,normal,M02,0,0.0,None,Closed,
2026-02-17 03:00:00+00:00,26.7,52.5,0.0,normal,M03,0,0.0,None,Closed,
2026-02-17 03:00:00+00:00,26.7,52.5,0.0,normal,M01,0,0.0,None,Closed,
2026-02-17 04:00:00+00:00,28.2,52.6,0.0,normal,M03,0,0.0,None,Closed,
2026-02-17 04:00:00+00:00,28.2,52.6,0.0,normal,M01,0,0.0,None,Closed,
2026-02-17 04:00:00+00:00,28.2,52.6,0.0,normal,M02,0,0.0,None,Closed,
2026-02-17 05:00:00+00:00,27.8,46.7,0.0,normal,M01,0,0.0,None,Closed,
2026-02-17 05:00:00+00:00,27.8,46.7,0.0,normal,M02,0,0.0,None,Closed,
2026-02-17 05:00:00+00:00,27.8,46.7,0.0,normal,M03,0,0.0,None,Closed,
2026-02-17 06:00:00+00:00,29.3,38.8,0.0,normal,M03,0,0.0,None,Closed,
2026-02-17 06:00:00+00:00,29.3,38.8,0.0,normal,M01,0,0.0,None,Closed,
2026-02-17 06:00:00+00:00,29.3,38.8,0.0,normal,M02,0,0.0,None,Closed,
2026-02-17 07:00:00+00:00,31.5,44.0,0.0,normal,M03,87,0.0,Breakfast,South Indian,4.9
2026-02-17 07:00:00+00:00,31.5,44.0,0.0,normal,M02,224,12.2,Breakfast,North Indian,3.7
2026-02-17 07:00:00+00:00,31.5,44.0,0.0,normal,M01,171,3.8,Breakfast,North Indian,4.9
2026-02-17 08:00:00+00:00,32.4,40.3,0.0,normal,M02,137,5.6,Breakfast,South Indian,4.4
2026-02-17 08:00:00+00:00,32.4,40.3,0.0,normal,M03,195,6.3,Breakfast,Nutrition Diet,4.4
2026-02-17 08:00:00+00:00,32.4,40.3,0.0,normal,M01,247,11.2,Breakfast,South Indian,4.2
2026-02-17 09:00:00+00:00,31.5,40.6,0.0,normal,M03,220,4.7,Breakfast,North Indian,4.9
2026-02-17 09:00:00+00:00,31.5,40.6,0.0,normal,M01,149,3.5,Breakfast,North Indian,4.6
2026-02-17 09:00:00+00:00,31.5,40.6,0.0,normal,M02,100,1.8,Breakfast,Nutrition Diet,5.0
2026-02-17 10:00:00+00:00,34.3,34.5,0.0,normal,M01,0,0.0,None,Closed,
2026-02-17 10:00:00+00:00,34.3,34.5,0.0,normal,M02,0,0.0,None,Closed,
2026-02-17 10:00:00+00:00,34.3,34.5,0.0,normal,M03,0,0.0,None,Closed,
2026-02-17 11:00:00+00:00,35.6,38.5,0.0,normal,M02,0,0.0,None,Closed,
2026-02-17 11:00:00+00:00,35.6,38.5,0.0,normal,M01,0,0.0,None,Closed,
2026-02-17 11:00:00+00:00,35.6,38.5,0.0,normal,M03,0,0.0,None,Closed,
2026-02-17 12:00:00+00:00,39.5,31.6,0.0,normal,M02,316,24.0,Lunch,North Indian,3.0
2026-02-17 12:00:00+00:00,39.5,31.6,0.0,normal,M01,244,8.8,Lunch,South Indian,3.8
2026-02-17 12:00:00+00:00,39.5,31.6,0.0,normal,M03,174,5.6,Lunch,South Indian,5.3
2026-02-17 13:00:00+00:00,37.6,33.3,0.0,normal,M03,176,2.9,Lunch,North Indian,5.0
2026-02-17 13:00:00+00:00,37.6,33.3,0.0,normal,M01,252,10.1,Lunch,Nutrition Diet,5.2
2026-02-17 13:00:00+00:00,37.6,33.3,0.0,normal,M02,173,7.1,Lunch,South Indian,4.5
2026-02-17 14:00:00+00:00,34.5,38.2,0.0,normal,M02,247,15.2,Lunch,South Indian,4.0
2026-02-17 14:00:00+00:00,34.5,38.2,0.0,normal,M03,181,5.3,Lunch,North Indian,4.8
2026-02-17 14:00:00+00:00,34.5,38.2,0.0,normal,M01,262,10.9,Lunch,South Indian,3.9
2026-02-17 15:00:00+00:00,37.3,46.4,0.0,normal,M02,0,0.0,None,Closed,
2026-02-17 15:00:00+00:00,37.3,46.4,0.0,normal,M01,0,0.0,None,Closed,
2026-02-17 15:00:00+00:00,37.3,46.4,0.0,normal,M03,0,0.0,None,Closed,
2026-02-17 16:00:00+00:00,36.4,36.9,0.0,normal,M01,0,0.0,None,Closed,
2026-02-17 16:00:00+00:00,36.4,36.9,0.0,normal,M02,0,0.0,None,Closed,
2026-02-17 16:00:00+00:00,36.4,36.9,0.0,normal,M03,0,0.0,None,Closed,
2026-02-17 17:00:00+00:00,35.8,30.4,0.0,normal,M03,0,0.0,None,Closed,
2026-02-17 17:00:00+00:00,35.8,30.4,0.0,normal,M01,0,0.0,None,Closed,
2026-02-17 17:00:00+00:00,35.8,30.4,0.0,normal,M02,0,0.0,None,Closed,
2026-02-17 18:00:00+00:00,36.6,38.9,0.0,normal,M01,0,0.0,None,Closed,
2026-02-17 18:00:00+00:00,36.6,38.9,0.0,normal,M03,0,0.0,None,Closed,
2026-02-17 18:00:00+00:00,36.6,38.9,0.0,normal,M02,0,0.0,None,Closed,
2026-02-17 19:00:00+00:00,34.8,33.2,0.0,normal,M03,195,5.3,Dinner,North Indian,4.5
2026-02-17 19:00:00+00:00,34.8,33.2,0.0,normal,M02,321,27.4,Dinner,South Indian,3.3
2026-02-17 19:00:00+00:00,34.8,33.2,0.0,normal,M01,266,12.2,Dinner,North Indian,4.1
2026-02-17 20:00:00+00:00,34.5,31.3,0.0,normal,M02,194,9.0,Dinner,Nutrition Diet,4.2
2026-02-17 20:00:00+00:00,34.5,31.3,0.0,normal,M03,213,5.3,Dinner,North Indian,4.5
2026-02-17 20:00:00+00:00,34.5,31.3,0.0,normal,M01,307,16.0,Dinner,Nutrition Diet,4.1
2026-02-17 21:00:00+00:00,31.9,53.0,0.0,normal,M01,307,15.1,Dinner,South Indian,4.0
2026-02-17 21:00:00+00:00,31.9,53.0,0.0,normal,M02,182,9.0,Dinner,Nutrition Diet,4.3
2026-02-17 21:00:00+00:00,31.9,53.0,0.0,normal,M03,390,17.6,Dinner,South Indian,3.5
2026-02-17 22:00:00+00:00,28.4,44.6,0.0,normal,M03,0,0.0,None,Closed,
2026-02-17 22:00:00+00:00,28.4,44.6,0.0,normal,M02,0,0.0,None,Closed,
2026-02-17 22:00:00+00:00,28.4,44.6,0.0,normal,M01,0,0.0,None,Closed,
2026-02-17 23:00:00+00:00,29.0,44.0,0.0,normal,M03,0,0.0,None,Closed,
2026-02-17 23:00:00+00:00,29.0,44.0,0.0,normal,M02,0,0.0,None,Closed,
2026-02-17 23:00:00+00:00,29.0,44.0,0.0,normal,M01,0,0.0,None,Closed,
2026-02-18 00:00:00+00:00,25.8,51.6,0.0,normal,M02,0,0.0,None,Closed,
2026-02-18 00:00:00+00:00,25.8,51.6,0.0,normal,M03,0,0.0,None,Closed,
2026-02-18 00:00:00+00:00,25.8,51.6,0.0,normal,M01,0,0.0,None,Closed,
2026-02-18 01:00:00+00:00,26.0,53.3,0.0,normal,M02,0,0.0,None,Closed,
2026-02-18 01:00:00+00:00,26.0,53.3,0.0,normal,M01,0,0.0,None,Closed,
2026-02-18 01:00:00+00:00,26.0,53.3,0.0,normal,M03,0,0.0,None,Closed,
2026-02-18 02:00:00+00:00,26.1,58.6,0.0,normal,M01,0,0.0,None,Closed,
2026-02-18 02:00:00+00:00,26.1,58.6,0.0,normal,M03,0,0.0,None,Closed,
2026-02-18 02:00:00+00:00,26.1,58.6,0.0,normal,M02,0,0.0,None,Closed,
2026-02-18 03:00:00+00:00,26.5,48.7,0.0,normal,M02,0,0.0,None,Closed,
2026-02-18 03:00:00+00:00,26.5,48.7,0.0,normal,M03,0,0.0,None,Closed,
2026-02-18 03:00:00+00:00,26.5,48.7,0.0,normal,M01,0,0.0,None,Closed,
2026-02-18 04:00:00+00:00,29.4,39.8,0.0,normal,M02,0,0.0,None,Closed,
2026-02-18 04:00:00+00:00,29.4,39.8,0.0,normal,M03,0,0.0,None,Closed,
2026-02-18 04:00:00+00:00,29.4,39.8,0.0,normal,M01,0,0.0,None,Closed,
2026-02-18 05:00:00+00:00,29.3,52.6,0.0,normal,M02,0,0.0,None,Closed,
2026-02-18 05:00:00+00:00,29.3,52.6,0.0,normal,M03,0,0.0,None,Closed,
2026-02-18 05:00:00+00:00,29.3,52.6,0.0,normal,M01,0,0.0,None,Closed,
2026-02-18 06:00:00+00:00,27.6,49.6,0.0,normal,M01,0,0.0,None,Closed,
2026-02-18 06:00:00+00:00,27.6,49.6,0.0,normal,M03,0,0.0,None,Closed,
2026-02-18 06:00:00+00:00,27.6,49.6,0.0,normal,M02,0,0.0,None,Closed,
2026-02-18 07:00:00+00:00,31.6,46.6,0.0,normal,M01,212,8.9,Breakfast,South Indian,4.4
2026-02-18 07:00:00+00:00,31.6,46.6,0.0,normal,M02,123,4.9,Breakfast,North Indian,4.7
2026-02-18 07:00:00+00:00,31.6,46.6,0.0,normal,M03,175,2.9,Breakfast,Nutrition Diet,5.1
2026-02-18 08:00:00+00:00,30.6,37.5,0.0,normal,M01,101,3.1,Breakfast,Nutrition Diet,4.9
2026-02-18 08:00:00+00:00,30.6,37.5,0.0,normal,M03,241,7.8,Breakfast,Nutrition Diet,4.4
2026-02-18 08:00:00+00:00,30.6,37.5,0.0,normal,M02,207,9.5,Breakfast,South Indian,4.4
2026-02-18 09:00:00+00:00,34.5,39.7,0.0,normal,M02,245,15.2,Breakfast,South Indian,4.1
2026-02-18 09:00:00+00:00,34.5,39.7,0.0,normal,M01,188,6.7,Breakfast,North Indian,4.8
2026-02-18 09:00:00+00:00,34.5,39.7,0.0,normal,M03,101,0.7,Breakfast,Nutrition Diet,4.3
2026-02-18 10:00:00+00:00,35.3,38.7,0.0,normal,M03,0,0.0,None,Closed,
2026-02-18 10:00:00+00:00,35.3,38.7,0.0,normal,M02,0,0.0,None,Closed,
2026-02-18 10:00:00+00:00,35.3,38.7,0.0,normal,M01,0,0.0,None,Closed,
2026-02-18 11:00:00+00:00,35.0,38.7,0.0,normal,M01,0,0.0,None,Closed,
2026-02-18 11:00:00+00:00,35.0,38.7,0.0,normal,M03,0,0.0,None,Closed,
2026-02-18 11:00:00+00:00,35.0,38.7,0.0,normal,M02,0,0.0,None,Closed,
2026-02-18 12:00:00+00:00,37.2,30.6,0.0,normal,M01,260,10.8,Lunch,Nutrition Diet,4.7
2026-02-18 12:00:00+00:00,37.2,30.6,0.0,normal,M03,300,10.9,Lunch,South Indian,4.3
2026-02-18 12:00:00+00:00,37.2,30.6,0.0,normal,M02,294,20.8,Lunch,North Indian,3.2
2026-02-18 13:00:00+00:00,40.1,32.2,0.0,normal,M03,169,5.7,Lunch,North Indian,4.9
2026-02-18 13:00:00+00:00,40.1,32.2,0.0,normal,M01,196,6.7,Lunch,Nutrition Diet,4.4
2026-02-18 13:00:00+00:00,40.1,32.2,0.0,normal,M02,285,22.3,Lunch,North Indian,3.3
2026-02-18 14:00:00+00:00,35.7,39.8,0.0,normal,M02,208,10.7,Lunch,North Indian,3.7
2026-02-18 14:00:00+00:00,35.7,39.8,0.0,normal,M01,225,7.0,Lunch,South Indian,4.8
2026-02-18 14:00:00+00:00,35.7,39.8,0.0,normal,M03,166,3.5,Lunch,North Indian,4.8
2026-02-18 15:00:00+00:00,35.8,40.2,0.0,normal,M02,0,0.0,None,Closed,
2026-02-18 15:00:00+00:00,35.8,40.2,0.0,normal,M01,0,0.0,None,Closed,
2026-02-18 15:00:00+00:00,35.8,40.2,0.0,normal,M03,0,0.0,None,Closed,
2026-02-18 16:00:00+00:00,38.5,28.1,0.0,normal,M03,0,0.0,None,Closed,
2026-02-18 16:00:00+00:00,38.5,28.1,0.0,normal,M01,0,0.0,None,Closed,
2026-02-18 16:00:00+00:00,38.5,28.1,0.0,normal,M02,0,0.0,None,Closed,
2026-02-18 17:00:00+00:00,37.5,35.9,0.0,normal,M03,0,0.0,None,Closed,
2026-02-18 17:00:00+00:00,37.5,35.9,0.0,normal,M02,0,0.0,None,Closed,
2026-02-18 17:00:00+00:00,37.5,35.9,0.0,normal,M01,0,0.0,None,Closed,
2026-02-18 18:00:00+00:00,36.2,45.2,0.0,normal,M03,0,0.0,None,Closed,
2026-02-18 18:00:00+00:00,36.2,45.2,0.0,normal,M01,0,0.0,None,Closed,
2026-02-18 18:00:00+00:00,36.2,45.2,0.0,normal,M02,0,0.0,None,Closed,
2026-02-18 19:00:00+00:00,33.4,36.1,0.0,normal,M01,206,5.4,Dinner,North Indian,4.4
2026-02-18 19:00:00+00:00,33.4,36.1,0.0,normal,M02,410,42.9,Dinner,Nutrition Diet,1.6
2026-02-18 19:00:00+00:00,33.4,36.1,0.0,normal,M03,411,20.0,Dinner,Nutrition Diet,3.7
2026-02-18 20:00:00+00:00,31.1,39.2,0.0,normal,M01,263,10.1,Dinner,Nutrition Diet,4.6
2026-02-18 20:00:00+00:00,31.1,39.2,0.0,normal,M02,407,42.2,Dinner,Nutrition Diet,2.2
2026-02-18 20:00:00+00:00,31.1,39.2,0.0,normal,M03,293,11.0,Dinner,North Indian,4.3
2026-02-18 21:00:00+00:00,31.1,45.1,0.0,normal,M01,255,11.1,Dinner,South Indian,4.4
2026-02-18 21:00:00+00:00,31.1,45.1,0.0,normal,M03,203,4.2,Dinner,South Indian,5.2
2026-02-18 21:00:00+00:00,31.1,45.1,0.0,normal,M02,301,22.6,Dinner,South Indian,3.7
2026-02-18 22:00:00+00:00,30.4,48.6,0.0,normal,M01,0,0.0,None,Closed,
2026-02-18 22:00:00+00:00,30.4,48.6,0.0,normal,M03,0,0.0,None,Closed,
2026-02-18 23:00:00+00:00,29.0,53.8,0.0,normal,M01,0,0.0,None,Closed,
2026-02-18 23:00:00+00:00,29.0,53.8,0.0,normal,M02,0,0.0,None,Closed,
2026-02-18 23:00:00+00:00,29.0,53.8,0.0,normal,M03,0,0.0,None,Closed,
2026-02-19 00:00:00+00:00,27.9,61.8,0.0,normal,M02,0,0.0,None,Closed,
2026-02-19 00:00:00+00:00,27.9,61.8,0.0,normal,M01,0,0.0,None,Closed,
2026-02-19 00:00:00+00:00,27.9,61.8,0.0,normal,M03,0,0.0,None,Closed,
2026-02-19 01:00:00+00:00,28.7,42.7,0.0,normal,M01,0,0.0,None,Closed,
2026-02-19 01:00:00+00:00,28.7,42.7,0.0,normal,M02,0,0.0,None,Closed,
2026-02-19 01:00:00+00:00,28.7,42.7,0.0,normal,M03,0,0.0,None,Closed,
2026-02-19 02:00:00+00:00,26.0,53.4,0.0,normal,M03,0,0.0,None,Closed,
2026-02-19 02:00:00+00:00,26.0,53.4,0.0,normal,M02,0,0.0,None,Closed,
2026-02-19 02:00:00+00:00,26.0,53.4,0.0,normal,M01,0,0.0,None,Closed,
2026-02-19 03:00:00+00:00,27.4,52.4,0.0,normal,M01,0,0.0,None,Closed,
2026-02-19 03:00:00+00:00,27.4,52.4,0.0,normal,M03,0,0.0,None,Closed,
2026-02-19 03:00:00+00:00,27.4,52.4,0.0,normal,M02,0,0.0,None,Closed,
2026-02-19 04:00:00+00:00,29.0,46.2,0.0,normal,M01,0,0.0,None,Closed,
2026-02-19 04:00:00+00:00,29.0,46.2,0.0,normal,M03,0,0.0,None,Closed,
2026-02-19 04:00:00+00:00,29.0,46.2,0.0,normal,M02,0,0.0,None,Closed,
2026-02-19 05:00:00+00:00,27.8,40.8,0.0,normal,M01,0,0.0,None,Closed,
