ts,entity_type,entity_id,metric,value,score,is_anomaly,reason
2026-02-19T12:00:00Z,building,B01,total_energy_usage,636.7,1.3871035678889991,0,normal
2026-02-19T13:00:00Z,building,B01,total_energy_usage,602.4000000000001,1.2290344827586208,0,normal
2026-02-19T14:00:00Z,building,B01,total_energy_usage,658.9,1.4666039881344757,0,normal
2026-02-19T15:00:00Z,building,B01,total_energy_usage,664.4,1.4725218247456513,0,normal
2026-02-19T16:00:00Z,building,B01,total_energy_usage,631.1,1.274937254901961,0,normal
2026-02-19T17:00:00Z,building,B01,total_energy_usage,581.6,1.0004211886304912,0,normal
2026-02-19T18:00:00Z,building,B01,total_energy_usage,487.3,0.5656101307189543,0,normal
2026-02-19T19:00:00Z,building,B01,total_energy_usage,318.0,-0.15052838857893008,0,normal
2026-02-19T20:00:00Z,building,B01,total_energy_usage,323.1,-0.08358998022412634,0,normal
2026-02-19T21:00:00Z,building,B01,total_energy_usage,242.9,-0.39573040752351074,0,normal
2026-02-19T22:00:00Z,building,B01,total_energy_usage,168.9,-0.7120710283454181,0,normal
2026-02-19T23:00:00Z,building,B01,total_energy_usage,190.5,-0.6045015673981192,0,normal
2026-02-20T00:00:00Z,building,B01,total_energy_usage,162.0,-0.726743737640079,0,normal
2026-02-20T01:00:00Z,building,B01,total_energy_usage,237.6,-0.3872727272727274,0,normal
2026-02-20T02:00:00Z,building,B01,total_energy_usage,188.1,-0.6049777006937564,0,normal
2026-02-20T03:00:00Z,building,B01,total_energy_usage,264.3,-0.27072081911262813,0,normal
2026-02-20T04:00:00Z,building,B01,total_energy_usage,213.4,-0.5195054712319097,0,normal
2026-02-20T05:00:00Z,building,B01,total_energy_usage,220.6,-0.48709214043842447,0,normal
2026-02-20T06:00:00Z,building,B01,total_energy_usage,302.8,-0.0832805975521957,0,normal
2026-02-20T07:00:00Z,building,B01,total_energy_usage,288.4,-0.14410104655359082,0,normal
2026-02-20T08:00:00Z,building,B01,total_energy_usage,377.7000000000001,0.28185510130246066,0,normal
2026-02-20T09:00:00Z,building,B01,total_energy_usage,494.3,0.8392912306026705,0,normal
2026-02-20T11:00:00Z,building,B01,total_energy_usage,648.9,1.5850021598272133,0,normal
2026-02-20T12:00:00Z,building,B01,total_energy_usage,639.9,1.5233049367314202,0,normal
2026-02-20T13:00:00Z,building,B01,total_energy_usage,630.5,1.4601865513589836,0,normal
2026-02-20T14:00:00Z,building,B01,total_energy_usage,627.1,1.3927389078498296,0,normal
2026-02-20T15:00:00Z,building,B01,total_energy_usage,668.9,1.5306047241493228,0,normal
2026-02-20T16:00:00Z,building,B01,total_energy_usage,580.4,1.131103448275862,0,normal
2026-02-20T17:00:00Z,building,B01,total_energy_usage,495.5,0.7400825642715887,0,normal
2026-02-20T18:00:00Z,building,B01,total_energy_usage,351.8,0.08902821316614444,0,normal
2026-02-20T19:00:00Z,building,B01,total_energy_usage,492.9,0.6733858605880412,0,normal
2026-02-20T20:00:00Z,building,B01,total_energy_usage,319.70000000000005,-0.05396892048272401,0,normal
2026-02-20T21:00:00Z,building,B01,total_energy_usage,269.5,-0.2658271012574452,0,normal
2026-02-20T22:00:00Z,building,B01,total_energy_usage,245.1,-0.3741718189581555,0,normal
2026-02-20T23:00:00Z,building,B01,total_energy_usage,206.6,-0.5659324038122135,0,normal
2026-02-21T00:00:00Z,building,B01,total_energy_usage,98.5,-1.041874978650726,0,normal
2026-02-21T01:00:00Z,building,B01,total_energy_usage,59.1,-1.181825777630708,0,normal
2026-02-21T02:00:00Z,building,B01,total_energy_usage,73.5,-1.113276244007274,0,normal
2026-02-21T03:00:00Z,building,B01,total_energy_usage,83.4,-1.0655629335976216,0,normal
2026-02-21T04:00:00Z,building,B01,total_energy_usage,94.1,-1.0140313479623824,0,normal
2026-02-21T05:00:00Z,building,B01,total_energy_usage,67.3,-1.1271308503625572,0,normal
2026-02-21T06:00:00Z,building,B01,total_energy_usage,183.4,-0.6067272727272729,0,normal
2026-02-21T07:00:00Z,building,B01,total_energy_usage,165.5,-0.6818363546473302,0,normal
2026-02-21T08:00:00Z,building,B01,total_energy_usage,305.4,-0.05608777429467095,0,normal
2026-02-21T09:00:00Z,building,B01,total_energy_usage,322.9,0.018049058473736175,0,normal
2026-02-21T10:00:00Z,building,B01,total_energy_usage,323.70000000000005,0.01784096544883452,0,normal
2026-02-21T11:00:00Z,building,B01,total_energy_usage,400.7,0.35666810059563187,0,normal
2026-02-21T12:00:00Z,building,B01,total_energy_usage,342.3,0.0940037574722461,0,normal
2026-02-21T13:00:00Z,building,B01,total_energy_usage,422.2,0.4752213201553125,0,normal
2026-02-21T14:00:00Z,building,B01,total_energy_usage,392.2,0.33322295490999826,0,normal
2026-02-21T15:00:00Z,building,B01,total_energy_usage,418.3,0.4627778977681785,0,normal
2026-02-21T16:00:00Z,building,B01,total_energy_usage,407.7,0.4118563695416814,0,normal
2026-02-21T17:00:00Z,building,B01,total_energy_usage,353.7,0.14788241678726458,0,normal
2026-02-21T18:00:00Z,building,B01,total_energy_usage,301.9,-0.1040713245997091,0,normal
2026-02-21T19:00:00Z,building,B01,total_energy_usage,257.0,-0.32589311859443637,0,normal
2026-02-21T20:00:00Z,building,B01,total_energy_usage,309.9,-0.06426163429827776,0,normal
2026-02-21T21:00:00Z,building,B01,total_energy_usage,93.1,-1.1322316983894585,0,normal
2026-02-21T22:00:00Z,building,B01,total_energy_usage,173.3,-0.7294810771470157,0,normal
2026-02-21T23:00:00Z,building,B01,total_energy_usage,123.5,-0.9629439218523876,0,normal
2026-02-22T00:00:00Z,building,B01,total_energy_usage,68.9,-1.2209642728256946,0,normal
2026-02-22T01:00:00Z,building,B01,total_energy_usage,59.4,-1.25989218862491,0,normal
2026-02-22T02:00:00Z,building,B01,total_energy_usage,58.400000000000006,-1.2482637675993584,0,normal
2026-02-22T03:00:00Z,building,B01,total_energy_usage,97.9,-1.0304398164489943,0,normal
2026-02-22T04:00:00Z,building,B01,total_energy_usage,102.7,-0.9662604651162794,0,normal
2026-02-22T05:00:00Z,building,B01,total_energy_usage,118.3,-0.87126699192463,0,normal
2026-02-22T06:00:00Z,building,B01,total_energy_usage,184.5,-0.5828237726098192,0,normal
2026-02-22T07:00:00Z,building,B01,total_energy_usage,158.60000000000002,-0.6765425639300133,0,normal
2026-02-22T08:00:00Z,building,B01,total_energy_usage,138.60000000000002,-0.7559657315639173,0,normal
2026-02-22T09:00:00Z,building,B01,total_energy_usage,282.5,-0.09804306864064614,0,normal
2026-02-22T10:00:00Z,building,B01,total_energy_usage,340.1,0.16127579672695977,0,normal
2026-02-22T11:00:00Z,building,B01,total_energy_usage,406.3,0.46974532297917426,0,normal
2026-02-22T12:00:00Z,building,B01,total_energy_usage,416.2,0.5219531277847086,0,normal
2026-02-22T13:00:00Z,building,B01,total_energy_usage,375.2,0.3280235781137509,0,normal
2026-02-22T14:00:00Z,building,B01,total_energy_usage,416.0,0.5274779862865391,0,normal
2026-02-22T15:00:00Z,building,B01,total_energy_usage,421.2,0.5541930173661359,0,normal
2026-02-22T16:00:00Z,building,B01,total_energy_usage,412.1,0.5127476346433772,0,normal
2026-02-22T17:00:00Z,building,B01,total_energy_usage,365.3,0.27182448755490496,0,normal
2026-02-22T18:00:00Z,building,B01,total_energy_usage,295.8,-0.05857695126419917,0,normal
2026-02-22T19:00:00Z,building,B01,total_energy_usage,356.6,0.2422360601614088,0,normal
2026-02-22T20:00:00Z,building,B01,total_energy_usage,198.6,-0.5406411245865489,0,normal
2026-02-22T21:00:00Z,building,B01,total_energy_usage,88.0,-1.0869693690388844,0,normal
2026-02-22T22:00:00Z,building,B01,total_energy_usage,121.0,-0.9226487724441187,0,normal
2026-02-22T23:00:00Z,building,B01,total_energy_usage,160.2,-0.7280748535871158,0,normal
2026-02-23T00:00:00Z,building,B01,total_energy_usage,153.3,-0.7577079694323142,0,normal
2026-02-23T01:00:00Z,building,B01,total_energy_usage,206.3,-0.500443448023426,0,normal
2026-02-23T02:00:00Z,building,B01,total_energy_usage,185.4,-0.6043065225357273,0,normal
2026-02-23T03:00:00Z,building,B01,total_energy_usage,199.3,-0.5361854365370503,0,normal
2026-02-23T04:00:00Z,building,B01,total_energy_usage,197.8,-0.5446073134876882,0,normal
2026-02-23T05:00:00Z,building,B01,total_energy_usage,244.4,-0.3141540868924888,0,normal
2026-02-23T06:00:00Z,building,B01,total_energy_usage,282.0,-0.1274234947523475,0,normal
2026-02-23T07:00:00Z,building,B01,total_energy_usage,336.2,0.1289375690607734,0,normal
2026-02-23T08:00:00Z,building,B01,total_energy_usage,344.29999999999995,0.15025060330425066,0,normal
2026-02-23T09:00:00Z,building,B01,total_energy_usage,511.3,0.97883241252302,0,normal
2026-02-23T10:00:00Z,building,B01,total_energy_usage,620.8,1.5226238261830225,0,normal
2026-02-23T11:00:00Z,building,B01,total_energy_usage,668.0,1.7567794550810014,0,normal
2026-02-23T12:00:00Z,building,B01,total_energy_usage,658.4,1.7059570011025356,0,normal
2026-02-23T13:00:00Z,building,B01,total_energy_usage,637.2,1.5979167278063091,0,normal
2026-02-23T14:00:00Z,building,B01,total_energy_usage,672.3,1.7696665445218027,0,normal
2026-02-23T15:00:00Z,building,B01,total_energy_usage,659.0,1.7020508784773063,0,normal
2026-02-23T16:00:00Z,building,B01,total_energy_usage,645.2,1.624396288209607,0,normal
2026-02-23T17:00:00Z,building,B01,total_energy_usage,580.5,1.299217800289435,0,normal
2026-02-23T18:00:00Z,building,B01,total_energy_usage,530.0,1.0500876939732944,0,normal
2026-02-23T19:00:00Z,building,B01,total_energy_usage,458.7,0.7012080633549314,0,normal
2026-02-23T20:00:00Z,building,B01,total_energy_usage,300.8,-0.04600523276795374,0,normal
2026-02-23T21:00:00Z,building,B01,total_energy_usage,355.0,0.21840719971056433,0,normal
2026-02-23T22:00:00Z,building,B01,total_energy_usage,240.5,-0.3424044759825327,0,normal
2026-02-23T23:00:00Z,building,B01,total_energy_usage,153.3,-0.7660113965267724,0,normal
2026-02-24T00:00:00Z,building,B01,total_energy_usage,234.0,-0.3743131368267831,0,normal
2026-02-24T01:00:00Z,building,B01,total_energy_usage,202.3,-0.5330327598828697,0,normal
2026-02-24T02:00:00Z,building,B01,total_energy_usage,172.2,-0.6780609867103587,0,normal
2026-02-24T03:00:00Z,building,B01,total_energy_usage,224.0,-0.42588305270863847,0,normal
2026-02-24T04:00:00Z,building,B01,total_energy_usage,201.9,-0.5355960058629534,0,normal
2026-02-24T05:00:00Z,building,B01,total_energy_usage,201.5,-0.5375732869182851,0,normal
2026-02-24T06:00:00Z,building,B01,total_energy_usage,267.1,-0.21329919384389875,0,normal
2026-02-24T07:00:00Z,building,B01,total_energy_usage,414.6,0.4958032246244047,0,normal
2026-02-24T08:00:00Z,building,B01,total_energy_usage,435.1,0.574647306705753,0,normal
2026-02-24T09:00:00Z,building,B01,total_energy_usage,483.4,0.7961875113781175,0,normal
2026-02-24T10:00:00Z,building,B01,total_energy_usage,622.6,1.4798969597669764,0,normal
2026-02-24T11:00:00Z,building,B01,total_energy_usage,652.8,1.628230475150191,0,normal
2026-02-24T12:00:00Z,building,B01,total_energy_usage,647.1,1.6002337520480614,0,normal
2026-02-24T13:00:00Z,building,B01,total_energy_usage,651.5,1.6218452576005826,0,normal
2026-02-24T14:00:00Z,building,B01,total_energy_usage,640.4000000000001,1.5673253231385404,0,normal
2026-02-24T15:00:00Z,building,B01,total_energy_usage,643.0,1.5800957582377573,0,normal
2026-02-24T16:00:00Z,building,B01,total_energy_usage,625.5,1.4941409066084108,0,normal
2026-02-24T17:00:00Z,building,B01,total_energy_usage,581.3,1.2770435099217183,0,normal
2026-02-24T18:00:00Z,building,B01,total_energy_usage,545.0,1.0987485891134172,0,normal
2026-02-24T19:00:00Z,building,B01,total_energy_usage,377.4,0.27731366801026003,0,normal
2026-02-24T20:00:00Z,building,B01,total_energy_usage,307.1,-0.05825339948548327,0,normal
2026-02-24T21:00:00Z,building,B01,total_energy_usage,436.5,0.5832776552737962,0,normal
2026-02-24T22:00:00Z,building,B01,total_energy_usage,205.7,-0.5366749356854097,0,normal
2026-02-24T23:00:00Z,building,B01,total_energy_usage,235.3,-0.389925946343256,0,normal
2026-02-25T00:00:00Z,building,B01,total_energy_usage,185.0,-0.6405949180629716,0,normal
2026-02-25T01:00:00Z,building,B01,total_energy_usage,161.79999999999998,-0.7558473577610014,0,normal
2026-02-25T02:00:00Z,building,B01,total_energy_usage,232.1,-0.4099337293484313,0,normal
2026-02-25T03:00:00Z,building,B01,total_energy_usage,182.9,-0.6680009446438692,0,normal
2026-02-25T04:00:00Z,building,B01,total_energy_usage,182.8,-0.6747572463768117,0,normal
2026-02-25T05:00:00Z,building,B01,total_energy_usage,206.1,-0.5595755769230769,0,normal
2026-02-25T06:00:00Z,building,B01,total_energy_usage,244.6,-0.35981980769230765,0,normal
2026-02-25T07:00:00Z,building,B01,total_energy_usage,357.8,0.20209057692307686,0,normal
2026-02-25T08:00:00Z,building,B01,total_energy_usage,493.7000000000001,0.8869855072463775,0,normal
2026-02-25T09:00:00Z,building,B01,total_energy_usage,478.5,0.8009926345609066,0,normal
2026-02-25T10:00:00Z,building,B01,total_energy_usage,637.6,1.5841421941711527,0,normal
2026-02-25T11:00:00Z,building,B01,total_energy_usage,657.0999999999999,1.6818050863189153,0,normal
2026-02-25T12:00:00Z,building,B01,total_energy_usage,647.5,1.6337248932615553,0,normal
2026-02-25T13:00:00Z,building,B01,total_energy_usage,664.3,1.7178652311119358,0,normal
2026-02-25T14:00:00Z,building,B01,total_energy_usage,617.7,1.4844759606459996,0,normal
2026-02-25T15:00:00Z,building,B01,total_energy_usage,669.2,1.7424061629849639,0,normal
2026-02-25T16:00:00Z,building,B01,total_energy_usage,633.7,1.5646096157416,0,normal
2026-02-25T17:00:00Z,building,B01,total_energy_usage,605.3,1.4223723779469089,0,normal
2026-02-25T18:00:00Z,building,B01,total_energy_usage,479.8,0.7938240207907925,0,normal
2026-02-25T19:00:00Z,building,B01,total_energy_usage,374.7,0.27209291784702544,0,normal
2026-02-25T20:00:00Z,building,B01,total_energy_usage,223.9,-0.48380566572237976,0,normal
2026-02-25T21:00:00Z,building,B01,total_energy_usage,292.29999999999995,-0.13528215297450463,0,normal
2026-02-25T22:00:00Z,building,B01,total_energy_usage,247.1,-0.36559301227573204,0,normal
2026-02-25T23:00:00Z,building,B01,total_energy_usage,191.0,-0.6514434372049105,0,normal
2026-02-26T00:00:00Z,building,B01,total_energy_usage,219.0,-0.5137210144927539,0,normal
2026-02-26T01:00:00Z,building,B01,total_energy_usage,252.4,-0.3447732692307693,0,normal
2026-02-26T02:00:00Z,building,B01,total_energy_usage,224.5,-0.48953134615384625,0,normal
2026-02-26T03:00:00Z,building,B01,total_energy_usage,185.7,-0.6908436538461541,0,normal
2026-02-26T04:00:00Z,building,B01,total_energy_usage,226.5,-0.48427657920310996,0,normal
2026-02-26T05:00:00Z,building,B01,total_energy_usage,230.9,-0.4612033041788145,0,normal
2026-02-26T06:00:00Z,building,B01,total_energy_usage,218.5,-0.5262279883381925,0,normal
2026-02-26T07:00:00Z,building,B01,total_energy_usage,304.1,-0.07734791059280854,0,normal
2026-02-26T08:00:00Z,building,B01,total_energy_usage,556.9,1.235113269230769,0,normal
2026-02-26T09:00:00Z,building,B01,total_energy_usage,554.2,1.2108586956521743,0,normal
2026-02-26T10:00:00Z,building,B01,total_energy_usage,599.5,1.4439239130434784,0,normal
2026-02-26T11:00:00Z,building,B01,total_energy_usage,635.2,1.627597826086957,0,normal
2026-02-26T12:00:00Z,building,B01,total_energy_usage,642.1,1.663097826086957,0,normal
2026-02-26T13:00:00Z,building,B01,total_energy_usage,604.5999999999999,1.4701630434782607,0,normal
2026-02-26T14:00:00Z,building,B01,total_energy_usage,659.7,1.7536485507246382,0,normal
2026-02-26T15:00:00Z,building,B01,total_energy_usage,658.2,1.7459311594202904,0,normal
2026-02-26T16:00:00Z,building,B01,total_energy_usage,637.6,1.6399456521739133,0,normal
2026-02-26T17:00:00Z,building,B01,total_energy_usage,550.8,1.1933659420289855,0,normal
2026-02-26T18:00:00Z,building,B01,total_energy_usage,527.2,1.0719456521739135,0,normal
2026-02-26T19:00:00Z,building,B01,total_energy_usage,423.1,0.5363586956521741,0,normal
2026-02-26T20:00:00Z,building,B01,total_energy_usage,387.4,0.34007971014492744,0,normal
2026-02-26T21:00:00Z,building,B01,total_energy_usage,358.0,0.18881884057971013,0,normal
2026-02-26T22:00:00Z,building,B01,total_energy_usage,185.9,-0.6910881573968976,0,normal
2026-02-26T23:00:00Z,building,B01,total_energy_usage,192.3,-0.6636956521739131,0,normal
2026-02-27T00:00:00Z,building,B01,total_energy_usage,201.2,-0.623014420303788,0,normal
2026-02-27T01:00:00Z,building,B01,total_energy_usage,186.3,-0.7003076331474718,0,normal
2026-02-27T02:00:00Z,building,B01,total_energy_usage,219.0,-0.5306775620073064,0,normal
2026-02-27T03:00:00Z,building,B01,total_energy_usage,190.8,-0.6783988439306359,0,normal
2026-02-27T04:00:00Z,building,B01,total_energy_usage,163.8,-0.8123398967692603,0,normal
2026-02-27T05:00:00Z,building,B01,total_energy_usage,243.3,-0.4023016631619194,0,normal
2026-02-27T06:00:00Z,building,B01,total_energy_usage,281.3,-0.20630854521124073,0,normal
2026-02-27T07:00:00Z,building,B01,total_energy_usage,366.1,0.22075014337602764,0,normal
2026-02-27T08:00:00Z,building,B01,total_energy_usage,418.3,0.4556839992353277,0,normal
2026-02-27T09:00:00Z,building,B01,total_energy_usage,583.5999999999999,1.305010869565217,0,normal
2026-02-27T10:00:00Z,building,B01,total_energy_usage,644.5,1.6183369565217394,0,normal
2026-02-27T11:00:00Z,building,B01,total_energy_usage,636.6,1.5776920289855076,0,normal
2026-02-27T12:00:00Z,building,B01,total_energy_usage,639.0,1.590039855072464,0,normal
2026-02-27T13:00:00Z,building,B01,total_energy_usage,658.4,1.6898514492753622,0,normal
2026-02-27T14:00:00Z,building,B01,total_energy_usage,659.9,1.6975688405797102,0,normal
2026-02-27T15:00:00Z,building,B01,total_energy_usage,648.3,1.63788768115942,0,normal
2026-02-27T16:00:00Z,building,B01,total_energy_usage,628.8,1.5375615942028984,0,normal
2026-02-27T17:00:00Z,building,B01,total_energy_usage,506.4,0.9078224637681158,0,normal
2026-02-27T18:00:00Z,building,B01,total_energy_usage,454.8,0.6423442028985507,0,normal
2026-02-27T19:00:00Z,building,B01,total_energy_usage,409.4,0.4097803479258265,0,normal
2026-02-27T20:00:00Z,building,B01,total_energy_usage,381.2,0.22203957178359787,0,normal
2026-02-27T21:00:00Z,building,B01,total_energy_usage,291.6,-0.24009156948958116,0,normal
2026-02-27T22:00:00Z,building,B01,total_energy_usage,359.4,0.09387038807111417,0,normal
2026-02-27T23:00:00Z,building,B01,total_energy_usage,223.8,-0.6055155801949916,0,normal
2026-02-28T00:00:00Z,building,B01,total_energy_usage,114.5,-1.169253679984707,0,normal
2026-02-28T01:00:00Z,building,B01,total_energy_usage,58.1,-1.4601487287325563,0,normal
2026-02-28T02:00:00Z,building,B01,total_energy_usage,159.5,-0.9371565666220613,0,normal
2026-02-28T03:00:00Z,building,B01,total_energy_usage,117.3,-1.1548120818199201,0,normal
2026-02-28T04:00:00Z,building,B01,total_energy_usage,76.4,-1.3657625692984139,0,normal
2026-02-28T05:00:00Z,building,B01,total_energy_usage,110.6,-1.189368763142803,0,normal
2026-02-28T06:00:00Z,building,B01,total_energy_usage,114.8,-1.1677063658956226,0,normal
2026-02-28T07:00:00Z,building,B01,total_energy_usage,182.1,-0.8205922385777101,0,normal
